#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#__PGZ2001_, f__PGZ2001_, EWLi, u_EWLi, EWHa, u_EWHa, SpType, u_SpType, _RA, _DE, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@string, string, float, string, float, string, string, string, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
__PGZ2001_,f__PGZ2001_,EWLi,u_EWLi,EWHa,u_EWHa,SpType,u_SpType,_RA,_DE,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
b'160407.7-194857',b'',0.219999998807907,b'',-4,b'',b'M 5',b'',241.0321,-19.8158,241.0321,-19.8158,9851488,241.032298,-19.816056,-44.2066,-19.7923,15.054,STAR,2mass,1.13975483331327,20180610,,,,16040775-1948577,1237674653155459183,J160407.72-194857.9,6247217261325831680,,,tmgaia,1.97628,1.97629,hsoy,NaN,NaN,,352.953441,23.815737,242.890068,0.93839,19.873,0.162,NaN,NaN,21.6576,0.186826,18.821,0.00979528,17.3053,0.0053808,15.6859,0.00400681,14.7816,0.00479427,13.321,0.025,12.682,0.026,12.414,0.028,AAA-222-111-000-0-0,25.1,12.219,0.023,12.03,0.023,11.861,0.31,8.679,NaN,16.241,0.0032647,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'160619.3-192332',b'',0.519999980926514,b'',-5.5,b'',b'M 5',b'',241.5804,-19.3922,241.5804,-19.3922,48765245,241.580663,-19.392408,NaN,NaN,14.45,STAR,2mass,1.16546259295435,20180610,,,,16061935-1923326,,J160619.35-192332.8,,8828424,,2mass,NaN,NaN,,NaN,NaN,,353.677474,23.730335,243.316299,1.452914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.389,0.024,11.748,0.026,11.451,0.024,AAA-222-111-000-0-0,9,11.272,0.024,11.034,0.021,11.113,0.159,8.843,NaN,NaN,NaN,0.172,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.216299,NaN,0,NaN,,,NaN
b'160904.0-193359',b'',0.800000011920929,b'',-2.20000004768372,b'',b'M 4',b'',242.2667,-19.5664,242.2667,-19.5664,48962358,242.266884,-19.566682,-19.7897,-7.15446,14.185,STAR,2mass,1.19171825648608,20180610,,,,16090405-1934000,1237674654229595110,J160904.04-193400.1,6245725876883663488,,,tmgaia,1.99144,1.98826,hsoy,NaN,NaN,,354.018092,23.137684,243.984639,1.402876,18.271,0.164,NaN,NaN,21.7478,0.227726,18.4066,0.0077248,16.8456,0.00478618,14.9615,0.00352818,14.0551,0.00414565,11.887,0.036,11.294,0.033,10.88,0.029,AAA-222-111-000-0-0,11.7,10.52,0.023,10.328,0.02,10.14,0.069,8.011,NaN,15.6628,0.00225629,0.019,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.250116,NaN,0,NaN,,,NaN
b'161433.6-190013',b'',0.400000005960464,b':',-30,b':',b'M 3',b'',243.64,-19.0036,243.64,-19.0036,49432685,243.64033,-19.003718,-8.96926,-22.9886,12.086,STAR,2mass,1.20089494537983,20180610,,,355-077824,16143367-1900133,,J161433.67-190013.7,6245827822226689408,8840743,,tmgaia,2.14374,2.14373,hsoy,NaN,NaN,,355.415558,22.555432,245.158318,2.191132,17.614,0.16,16.061,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.089,0.024,8.922,0.029,8.255,0.021,AAA-211-111-000-0-0,37.3,7.704,0.029,7.153,0.02,5.026,0.015,2.985,0.021,13.4154,0.000677936,0.017,gaiaj,,2601,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,1.15858,NaN,0,NaN,,,NaN
b'160516.1-193830',b'',0.5,b'',-2.40000009536743,b'',b'M 4',b'',241.3171,-19.6417,241.3171,-19.6417,9920960,241.31731,-19.641972,NaN,NaN,14.242,STAR,2mass,1.21069855075821,20180610,,,,16051615-1938310,1237674653692396571,J160516.14-193831.3,6247225542024058240,8826790,,tmmgaia,NaN,NaN,,NaN,NaN,,353.293123,23.74054,243.120014,1.160702,18.511,-0.458,17.788,0.06,21.773,0.225288,18.2853,0.00746772,16.7537,0.00452368,15.0099,0.0039756,13.9782,0.00412366,12.408,0.023,11.708,0.024,11.433,0.023,AAA-222-111-000-0-0,19.8,11.279,0.023,11.055,0.022,11.258,0.176,8.573,NaN,15.4853,0.002,0.017,gaiaj,,2930,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.238246,NaN,0,NaN,,,NaN
b'160708.7-192733',b'',0.519999980926514,b'',-4,b'',b'M 4',b'',241.7862,-19.4592,241.7862,-19.4592,48793728,241.786375,-19.459497,-13.2012,-24.2246,13.974,STAR,2mass,1.22312726988036,20180610,,,,16070873-1927341,,J160708.72-192734.4,6247244199362219008,,,tmgaia,1.98802,1.98801,hsoy,NaN,NaN,,353.768377,23.542712,243.51954,1.423648,18.365,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.176,0.027,11.46,0.023,11.172,0.021,AAA-222-111-000-0-0,13.2,11.021,0.023,10.805,0.021,10.535,0.121,8.324,NaN,15.1978,0.00171477,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.223403,NaN,0,NaN,,,NaN
b'160525.5-203539',b'',0.479999989271164,b'',-6.09999990463257,b'',b'M 5',b'',241.3562,-20.5942,241.3562,-20.5942,9994321,241.356514,-20.594377,-10.0173,-30.4137,14.229,STAR,2mass,1.23520413817092,20180610,,,,16052556-2035397,,J160525.55-203539.9,6244020946665859584,,,tmgaia,1.9763,1.97627,hsoy,NaN,NaN,,352.567236,23.0589,243.337899,0.23282,19.34,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.079,0.024,11.39,0.025,11.054,0.025,AAA-222-111-000-0-0,14.5,10.755,0.023,10.374,0.021,9.611,0.046,8.221,0.326,15.635,0.00221838,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.283661,NaN,0,NaN,,,NaN
b'160532.1-193315',b'',0.610000014305115,b'',-26,b'',b'M 5',b'',241.3837,-19.5542,241.3837,-19.5542,48667424,241.383964,-19.554447,-10.2155,-22.8853,14.674,STAR,2mass,1.26204184964839,20180610,,,,16053215-1933159,1237674653692395862,J160532.14-193316.2,6247250006157875328,,,tmgaia,1.98803,1.988,hsoy,NaN,NaN,,353.409769,23.754813,243.164968,1.258597,19.841,0.162,NaN,NaN,16.8288,0.00858853,17.2789,0.0049605,15.7985,0.00379319,14.993,0.00399391,14.0973,0.00419733,12.587,0.026,11.894,0.026,11.358,0.023,AAA-222-111-000-0-0,12.4,10.908,0.023,10.49,0.021,9.022,0.033,7.638,0.181,16.0497,0.00287833,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.235632,NaN,0,NaN,,,NaN
b'160823.5-191131',b'',0.920000016689301,b'',-4.90000009536743,b'',b'M 3',b'',242.0979,-19.1919,242.0979,-19.1919,48871003,242.098197,-19.192111,-12.7396,-25.8363,12.665,STAR,2mass,1.26358231648949,20180610,,,355-077181,16082356-1911315,,J160823.56-191131.8,6248755821691517952,8831660,,tmgaia,2.14373,2.14372,hsoy,NaN,NaN,,354.200414,23.508622,243.758635,1.741383,16.919,0.016,15.444,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.957,0.021,10.245,0.022,9.931,0.02,AAA-222-111-000-0-0,10.5,9.898,0.022,9.745,0.02,9.572,0.055,8.809,NaN,13.8383,0.000834837,0.017,gaiaj,,3264,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.251768,NaN,0,NaN,,,NaN
b'160943.8-182302',b'',0.899999976158142,b':',-9.5,b'',b'M 4',b'',242.4325,-18.3839,242.4325,-18.3839,49038634,242.432628,-18.384232,-9.67291,-22.0172,13.253,STAR,2mass,1.27268182364583,20180610,,,359-075263,16094383-1823032,,J160943.83-182303.3,6248917175022014848,8833708,,tmgaia,1.98801,1.98801,hsoy,NaN,NaN,,355.084558,23.820297,243.920222,2.59393,17.973,0.162,16.723,0.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.365,0.023,10.656,0.024,10.356,0.019,AAA-222-111-000-0-0,17,10.217,0.022,10.01,0.02,10.006,0.082,8.418,NaN,14.525,0.00118632,0.017,gaiaj,,2927,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.575317,NaN,0,NaN,,,NaN
b'160823.8-193551',b'',0.720000028610229,b'',-2.09999990463257,b'',b'M 1',b'',242.0992,-19.5975,242.0992,-19.5975,48871410,242.099485,-19.597732,-2.33337,-26.0672,11.762,STAR,2mass,1.27742219094591,20180610,,,353-078565,16082387-1935518,,J160823.87-193552.1,6245724639932956288,8831668,,tmgaia,2.14388,2.14379,hsoy,NaN,NaN,,353.876816,23.232413,243.835386,1.343082,15.657,0.054,14.328,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.204,0.024,9.473,0.022,9.246,0.023,AAA-222-111-000-0-0,16.2,9.083,0.022,8.976,0.02,8.856,0.034,8.534,0.462,12.8489,0.000516193,0.017,gaiaj,,3356,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.246919,NaN,0,NaN,,,NaN
b'160946.4-193735',b'',0.490000009536743,b'',-1.60000002384186,b'',b'M 1',b'',242.4433,-19.6264,242.4433,-19.6264,49037371,242.443505,-19.626702,-10.2877,-23.5257,12.202,STAR,2mass,1.29042654376778,20180610,,,352-077302,16094644-1937361,1237674654229659987,J160946.43-193736.2,6245680556388656384,8833767,,tmgaia,2.14373,2.14372,hsoy,NaN,NaN,,354.092647,22.974643,244.159301,1.374606,16.02,-0.037,14.623,0.069,18.4422,0.0207474,15.5048,0.00350175,13.9035,0.0033971,16.3495,0.0144476,12.1124,0.00398829,10.65,0.024,9.878,0.024,9.632,0.021,AAA-222-111-000-0-0,11.8,9.518,0.022,9.438,0.019,9.297,0.04,8.035,NaN,13.285,0.000636358,0.017,gaiaj,,3379,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.285457,NaN,0,NaN,,,NaN
b'161420.2-190648',b'a',0.899999976158142,b':',-66,b':',b'M 0',b':',243.5842,-19.1133,243.5842,-19.1133,49432787,243.584577,-19.113376,-8.40114,-25.7146,12.56,STAR,2mass,1.31124315809562,20180610,,,355-077809,16142029-1906481,,J161420.29-190648.3,6245801811904577664,8840379,,tmgaia,2.14373,2.14376,hsoy,NaN,NaN,,355.288981,22.521758,245.12583,2.073882,16.679,0.216,15.768,1.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.261,0.024,8.891,0.053,7.811,0.027,AAA-211-111-000-0-0,33.4,6.823,0.059,6.058,0.028,4.08,0.015,2.08,0.018,14.0373,0.000922516,0.017,gaiaj,,2566,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,1.00861,NaN,0,NaN,,,NaN
b'161031.9-191305',b'',0.5,b'',-2.29999995231628,b'',b'K 7',b'',242.6329,-19.2181,242.6329,-19.2181,49040340,242.633165,-19.218404,-13.7561,-24.2145,11.475,STAR,2mass,1.41746787587167,20180610,,,354-076404,16103196-1913062,1237674654766530714,J161031.95-191306.4,6245761404851201408,8834785,,tmgaia,2.14484,2.14376,hsoy,NaN,NaN,,354.551139,23.118529,244.260244,1.808795,15.105,0.057,13.781,0.092,16.7137,0.0106963,15.1986,0.00561289,12.9185,0.00150568,12.0414,0.000583104,11.647,0.00421179,10.026,0.026,9.256,0.022,8.993,0.021,AAA-222-111-000-0-0,5.7,8.737,0.024,8.672,0.021,8.536,0.026,8.262,0.324,12.4977,0.000437038,0.018,gaiaj,,3432,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.439126,NaN,0,NaN,,,NaN
b'160439.1-194245',b'',0.610000014305115,b'',-3.79999995231628,b'',b'M 4',b'',241.1629,-19.7125,241.1629,-19.7125,9917020,241.163201,-19.712779,-11.5362,-20.428,13.44,STAR,2mass,1.43157849892333,20180610,,,352-076563,16043916-1942459,,J160439.16-194246.1,6247224030194221440,8825902,,tmgaia,1.97628,1.97627,hsoy,NaN,NaN,,353.128003,23.797416,242.991118,1.063428,18.156,-0.309,16.306,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.715,0.021,11.011,0.023,10.79,0.025,AAA-222-111-000-0-0,30.9,10.626,0.022,10.457,0.021,10.363,0.083,8.408,NaN,14.6224,0.00124914,0.017,gaiaj,,3264,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.247181,NaN,0,NaN,,,NaN
b'160222.4-195653',b'',0.400000005960464,b':',-6.59999990463257,b'',b'M 3',b'',240.5933,-19.9481,240.5933,-19.9481,9674067,240.59371,-19.948297,-11.0667,-25.6429,13.434,STAR,2mass,1.55819137810687,20180610,,,351-078034,16022249-1956538,,J160222.47-195654.0,6247164244250470912,8822535,,tmgaia,1.97657,1.97628,hsoy,NaN,NaN,,352.537141,24.022576,242.511073,0.728647,17.666,-0.176,16.873,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.658,0.022,10.931,0.025,10.665,0.023,AAA-222-111-000-0-0,5.1,10.501,0.022,10.309,0.021,10.118,0.072,7.974,NaN,14.6461,0.001265,0.017,gaiaj,,2964,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.241367,NaN,0,NaN,,,NaN
b'161123.0-190522',b'',0.400000005960464,b'',-6.80000019073486,b'',b'M 4',b'',242.8458,-19.0894,242.8458,-19.0894,49166438,242.84604,-19.089769,-9.99698,-25.3019,12.536,STAR,2mass,1.55926199632493,20180610,,,355-077533,16112305-1905231,,J161123.04-190523.4,6245766971130142080,8835972,,tmgaia,2.14373,2.14372,hsoy,NaN,NaN,,354.801664,23.056302,244.434609,1.971932,18.731,0.162,15.992,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.508,0.027,9.694,0.024,9.33,0.019,AAA-222-111-000-0-0,10.8,9.126,0.024,8.907,0.021,8.672,0.031,8.115,0.262,13.8818,0.000853157,0.018,gaiaj,,2859,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.718328,NaN,0,NaN,,,NaN
b'160801.5-192757',b'',0.519999980926514,b'',-3.59999990463257,b'',b'M 4',b'',242.0062,-19.4658,242.0062,-19.4658,48868195,242.00655,-19.466095,NaN,NaN,12.308,STAR,2mass,1.59346660681037,20180610,,,353-078516,16080157-1927579,,J160801.56-192758.1,6245741583577633664,8831084,,tmmgaia,NaN,NaN,,NaN,NaN,,353.917135,23.386129,243.724756,1.456077,16.618,0.314,15.484,0.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.703,0.026,9.999,0.029,9.69,0.019,AAA-222-111-000-0-0,29,9.554,0.025,9.402,0.021,9.289,0.046,8.197,NaN,13.4221,0.0007,0.018,gaiaj,,3068,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.233657,NaN,0,NaN,,,NaN
b'160854.0-203417',b'',0.569999992847443,b'',-3.40000009536743,b'',b'M 4',b'',242.225,-20.5714,242.225,-20.5714,48912436,242.225356,-20.571736,-13.2808,-20.9615,12.968,STAR,2mass,1.70377175975077,20180610,,,348-080711,16085408-2034182,1237674653156049084,J160854.07-203418.3,6243922024979676800,,,tmgaia,1.99746,1.98872,hsoy,NaN,NaN,,353.190161,22.482537,244.132525,0.407994,17.868,0.162,16.525,0.092,19.7815,0.0443612,17.1288,0.00492229,15.4718,0.00365081,13.7645,0.00337356,12.7473,0.00355963,11.032,0.023,10.337,0.022,9.999,0.019,AAA-222-111-000-0-0,14.5,9.834,0.023,9.625,0.018,9.462,0.045,8.247,NaN,14.2652,0.0010362,0.017,gaiaj,,2890,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.336701,NaN,0,NaN,,,NaN
b'160611.9-193532',b'',0.629999995231628,b'',-8.19999980926514,b'',b'M 5',b'',241.5496,-19.5922,241.5496,-19.5922,48765053,241.54998,-19.592544,-2.85563,-25.5011,14.168,STAR,2mass,1.78735247274062,20180610,,,353-078267,16061199-1935331,1237674653692461221,J160611.98-193533.4,6247238323846783232,,,tmgaia,1.98871,1.98801,hsoy,NaN,NaN,,353.496347,23.614694,243.325819,1.250923,19.151,0.162,17.191,1.133,21.3539,0.159011,18.7114,0.00929183,17.0832,0.00513729,15.0151,0.00402457,13.7682,0.00416172,12.013,0.026,11.351,0.024,11.02,0.021,AAA-222-111-000-0-0,10.8,10.821,0.024,10.549,0.022,10.44,0.09,8.574,NaN,15.5773,0.0021422,0.017,gaiaj,,2973,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.228459,NaN,0,NaN,,,NaN
b'160159.7-195219',b'',0.469999998807907,b'',-2.70000004768372,b'',b'M 5',b'',240.4987,-19.8719,240.4987,-19.8719,9673982,240.499023,-19.872301,NaN,NaN,14.03,STAR,2mass,1.81103661671515,20180610,,,,16015976-1952202,,J160159.74-195220.6,,,,2mass,NaN,NaN,,NaN,NaN,,352.529561,24.139424,242.408891,0.78576,17.916,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.451,0.023,11.818,0.026,11.506,0.028,AAA-222-111-000-0-0,41.8,11.299,0.023,11.056,0.023,10.927,0.148,8.928,NaN,NaN,NaN,0.147,bpjk,,3370,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.215844,NaN,0,NaN,,,NaN
b'160710.0-191703',b'',0.899999976158142,b':',-9,b'',b'M 2',b':',241.7917,-19.2842,241.7917,-19.2842,48793519,241.791997,-19.28462,NaN,NaN,14.702,STAR,2mass,1.81786825149919,20180610,,,,16071007-1917046,1237674654229398108,J160710.06-191704.9,,,,2mass,NaN,NaN,,NaN,NaN,,353.912052,23.657934,243.491845,1.5964,19.471,0.163,NaN,NaN,21.955,0.245466,19.2447,0.0119728,17.65,0.00623574,15.5877,0.00444917,14.4362,0.00470524,12.728,0.031,12.037,0.023,11.713,0.021,AAA-222-111-000-0-0,12.6,11.495,0.023,11.245,0.022,11.021,0.194,8.686,NaN,NaN,NaN,0.168,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'160845.6-182443',b'',0.699999988079071,b':',0.5,b':',b'M 3',b'',242.19,-18.4119,242.19,-18.4119,48914643,242.1895,-18.4121,-56.1,-77.45,12.603,STAR,2mass,1.85342337829319,20180610,,,358-077464,16084548-1824436,,J160845.44-182444.5,,8832207,,2mass,2,2,sblink,NaN,NaN,,354.892201,23.972184,243.698439,2.523859,16.615,0.044,15.135,0.031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.05,0.027,10.472,0.022,10.239,0.03,AAA-222-111-000-0-0,6.9,10.05,0.022,9.867,0.019,9.746,0.05,8.316,0.39,NaN,NaN,0.058,cdwrf,cdwrf,3356,65,4.9373,0.398672,NaN,NaN,0.313,0.053,0.309,0.065,10.0769,5.11892,DWARF,0.01119621,0.003791689,84.48563,NaN,0.414261,NaN,100,0.1085706,,,NaN
b'160903.9-193944',b'',0.310000002384186,b'',-2.70000004768372,b'',b'M 3',b'',242.2662,-19.6622,242.2662,-19.6622,48962472,242.26657,-19.662682,-9.03424,-33.1171,13.14,STAR,2mass,2.14109082072074,20180610,,,352-077209,16090397-1939456,1237674654229595486,J160903.96-193945.8,6245721925515002624,8832679,,tmgaia,1.98801,1.988,hsoy,NaN,NaN,,353.941186,23.072781,244.002129,1.308481,17.529,-0.164,16.504,0.103,19.8886,0.0526779,17.0188,0.00468542,15.4797,0.00386887,13.8622,0.00380735,12.9161,0.00400403,11.338,0.026,10.654,0.024,10.369,0.024,AAA-222-111-000-0-0,33.3,10.21,0.022,10.018,0.021,9.888,0.063,8.633,NaN,14.366,0.00109159,0.018,gaiaj,,2982,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.260581,NaN,0,NaN,,,NaN
b'160508.3-201531',b'',0.579999983310699,b'',-4.30000019073486,b'',b'M 4',b'',241.2846,-20.2586,241.2846,-20.2586,9921683,241.285233,-20.258922,-6.96762,-31.0521,12.412,STAR,2mass,2.43188421618886,20180610,,,349-077472,16050845-2015320,,J160508.45-201532.3,6244094476506857984,11470085,,tmgaia,2.14569,2.14568,hsoy,NaN,NaN,,352.781678,23.33844,243.208288,0.549354,16.958,0.032,15.825,0.309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.658,0.023,9.975,0.026,9.62,0.02,AAA-222-111-000-0-0,9.6,9.49,0.023,9.318,0.02,9.194,0.037,8.638,NaN,13.6107,0.000745888,0.017,gaiaj,,2965,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.304958,NaN,0,NaN,,,NaN
