#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Name, m_Name, H09, logg, Teff, Fbol, __Fe_H_, __a_Fe_, RV, ageMLP, M_MLP, SimbadName, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@string, string, string, float, float, float, float, float, float, float, float, string, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
Name,m_Name,H09,logg,Teff,Fbol,__Fe_H_,__a_Fe_,RV,ageMLP,M_MLP,SimbadName,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff_,e_Teff,logg_,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
b'HD 198697',b'',b'H09',4.53000020980835,5671,6.77529987669345E-09,-0.00999999977648258,0.0199999995529652,3,0.100000001490116,0.980000019073486,b'HD 198697',313.322916666667,-34.6622222222222,92258567,313.32329,-34.662409,70.1049,-95.0203,8.401,STAR,2mass,1.29389864077869,20180610,103091,7466-00639-1,277-212066,20531758-3439445,,J205317.65-343945.6,6779030213679383424,17336891,,tmgaia,0.121152,0.0902483,tgas,14.7275,0.229125,tgas,8.907085,-39.084909,306.053282,-16.486433,9.698,0.038,9.06,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.816,0.029,7.503,0.04,7.386,0.018,AAA-111-111-000-0-0,18.4,7.338,0.036,7.411,0.02,7.401,0.017,7.629,0.16,8.83326,0.000345996,0.02,gaiaj,tplx,5671,64,NaN,NaN,-0.2,0.0636396,1.15401,0.107292,1.04351,0.124177,0.678997,0.189386,DWARF,1.240945,0.2307492,67.90018,1.74039,0.0813468,NaN,34,0.002603158,,,0.003667752
b'HD 18904',b'',b'H09',3.51999998092651,6859,2.05719992152353E-08,0.409999996423721,-0.170000001788139,NaN,0.899999976158142,2.19000005722046,b'HD 18904',45.6854166666667,11.0125,365292282,45.685694,11.012737,-4.37722,-8.32507,7.595,STAR,2mass,1.29937633403389,20180610,14172,0644-00601-1,506-004581,03024456+1100458,,J030244.55+110045.7,27274966475063552,,,tmgaia,0.0707833,0.0733495,tgas,4.62624,0.254512,tgas,167.187097,-40.315495,46.411352,-5.97598,8.638,0.031,8.1,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.129,0.043,6.872,0.033,6.813,0.017,AAA-111-111-000-0-0,34.3,6.733,0.084,6.72,0.022,6.777,0.016,6.713,0.076,7.93747,0.000345996,0.024,gaiaj,tplx,6859,173,NaN,NaN,NaN,NaN,3.45052,0.479913,1.19471,0.187469,0.029081,0.0121341,DWARF,23.74144,6.60412,216.1583,18.3821,0.321662,NaN,27,0.0003963384,,,0.0008915327
b'HD 220339',b'',b'H09',4.63000011444092,5049,2.49000002838784E-08,-0.219999998807907,-0.0799999982118607,33.4000015258789,0.100000001490116,0.759999990463257,b'HD 220339',350.77,-10.7641666666667,49644110,350.770359,-10.764246,452.248,260.309,6.92901,STAR,2mass,1.30138447393801,20180610,115445,5825-00174-1,397-132619,23230484-1045516,,,2436812298829164288,7408080,,tmgaia,0.0698284,0.0572766,tgas,52.3876,0.283654,tgas,66.897137,-63.548989,347.281364,-6.239171,8.685,0.0709648,7.802,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.201,0.024,5.74,0.042,5.591,0.017,AAA-111-111-000-0-0,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.46858,0.000345996,0.0181125,gaiaj,tplx,4953,25,4.56,0.028,-0.21,0.1,0.753438,0.0631845,0.80629,0.0901826,1.88516,0.474278,DWARF,0.3077961,0.05162453,NaN,NaN,0.0341818,NaN,22,2.739984E-06,,,0.01010045
b'HD 17905',b'',b'H09',3.3199999332428,6590,6.97700031082604E-08,0.479999989271164,-0.180000007152557,-20.7999992370605,0.800000011920929,2.33999991416931,b'HD 17905',43.35125,31.6444444444444,77564441,43.351564,31.644688,-20.0209,-19.3587,6.086,STAR,2mass,1.30186766599501,20180610,13464,2326-00957-1,609-008064,02532437+3138409,,J025324.34+313841.1,136252855303544192,49743903,,tmgaia,0.0345752,0.0242766,tgas,6.59225,0.381196,tgas,151.256745,-24.434054,50.27124,14.412034,7.794,0.118,6.60791,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.599,0.019,5.391,0.02,5.325,0.024,AAA-111-111-000-0-0,46.4,5.364,0.135,5.207,0.057,5.272,0.014,4.954,0.034,6.44333,0.000345996,0.017,gaiaj,tplx,6491.92,110.413,NaN,NaN,NaN,NaN,6.5623,0.897866,1.49774,0.353416,0.00529991,0.00217543,DWARF,68.91273,18.85754,151.6933,11.1623,0.224937,NaN,46,0.0003323862,,,NaN
b'HD 73596',b'',b'H09',3.4300000667572,6652,8.29610016239712E-08,0.0700000002980232,-0.100000001490116,25,0.899999976158142,2.16000008583069,b'HD 73596',130.075833333333,31.9416666666667,341527144,130.076166,31.941893,-39.8319,-31.3091,5.808,STAR,2mass,1.30257327638099,20180610,42538,2484-02190-1,610-044271,08401827+3156308,,J084018.25+315630.4,709596320343524096,49637996,,tmgaia,0.0325778,0.0223171,tgas,9.74329,0.546238,tgas,191.653865,35.919799,124.123818,13.127229,6.595,0.023,6.21937,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.406,0.018,5.261,0.018,5.2,0.016,AAA-111-111-00d-0-0,22.4,5.189,0.171,5.001,0.09,5.224,0.015,5.131,0.03,6.09907,0.000345996,0.017,gaiaj,tplx,6660.5,83.1215,3.88,0.15,0.08,0.11,4.20451,0.55663,1.44073,0.332537,0.0193837,0.00769855,DWARF,31.34389,8.299158,102.6347,6.5647,0.0443525,NaN,27,0.0005589738,,,1
b'HD 139879',b'',b'H09',4.32999992370605,6355,1.91779996328023E-08,0.200000002980232,-0.0799999982118607,-9.19999980926514,0.100000001490116,1.26999998092651,b'HD 139879',235.230416666667,-8.99833333333333,32475310,235.230691,-8.998574,-19.1915,-133.04,7.413,STAR,2mass,1.30466173633228,20180610,76804,5596-01155-1,406-063168,15405536-0859547,,J154055.34-085956.1,6317333220908227072,4075542,,tmgaia,0.069778,0.0397932,tgas,16.8297,0.255393,tgas,357.59537,35.317367,235.073458,10.324975,8.56,0.027,7.96,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.896,0.024,6.697,0.021,6.625,0.02,AAA-111-111-000-0-0,45.8,6.576,0.071,6.589,0.021,6.627,0.015,6.617,0.081,7.79503,0.000345996,0.018,gaiaj,tplx,6248.92,40.9984,4.61,0.11,0.3,0.06,1.43004,0.129254,1.37682,0.300542,0.470796,0.127658,DWARF,2.809383,0.5078515,59.41877,1.39101,0.133575,NaN,30,0.0001286811,,,0.00354339
b'HD 146593',b'',b'H09',4.30000019073486,6814,1.27259998095042E-08,-0.129999995231628,0.0599999986588955,NaN,0.600000023841858,1.36000001430511,b'HD 146593',244.584583333333,-32.9597222222222,96491969,244.58487,-32.959994,-13.6,-14,7.888,STAR,2mass,1.30654205733863,20180610,79883,7347-00288-1,286-090000,16182037-3257359,,J161820.34-325736.0,6023561443593128832,16652971,,tmgaia,1.3,1.3,tycho2,9.99,1.39,hip,345.338823,12.384888,248.447767,-11.402735,8.667,0.032,8.28,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.501,0.018,7.344,0.021,7.325,0.018,AAA-111-111-0d0-0-0,7.4,7.268,0.036,7.312,0.02,7.342,0.019,7.372,0.142,8.16819,0.000345996,0.017,gaiaj,hplx,6767.01,54.9817,NaN,NaN,NaN,NaN,1.54852,0.386049,1.56708,0.369205,0.422027,0.315637,DWARF,4.530182,2.258766,100.1001,13.9278,NaN,NaN,222,0.006318478,,,0.0002769994
b'HD 211976',b'',b'H09',4.32999992370605,6556,8.85950015572234E-08,-0.170000001788139,0.0599999986588955,8.19999980926514,0.400000005960464,1.25,b'HD 211976',335.232083333333,8.18666666666667,415846785,335.23244,8.186754,41.5714,21.8592,5.737,STAR,2mass,1.30922596066933,20180610,110341,1138-00130-1,491-148610,22205578+0811123,,J222055.82+081112.4,2722592688196501760,38609839,,tmgaia,0.033932,0.0259852,tgas,31.8025,0.518989,tgas,71.635416,-39.253796,340.186819,17.193237,6.628,0.0788987,6.178,0.015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.323,0.029,5.16,0.036,5.05,0.026,AAA-111-111-000-0-0,24.5,5.007,0.193,4.699,0.051,5.063,0.014,5.018,0.029,6.03816,0.000345996,0.02,gaiaj,tplx,6522.12,37.286,4.31459,0.0768221,-0.108868,0.0437079,1.45168,0.128081,1.43578,0.330376,0.469327,0.124225,DWARF,3.435513,0.6062272,31.44407,0.592702,0.0825076,NaN,30,0.002276561,,,1
b'HD 23000',b'',b'H09',4.28999996185303,6963,1.68450000614939E-08,-0.150000005960464,0.0299999993294477,NaN,0.5,1.38999998569489,b'HD 23000',55.78,40.9936111111111,201106415,55.780394,40.993821,46.552,-39.7457,7.607,STAR,2mass,1.31037301489811,20180610,17369,2867-00815-1,655-017389,03430729+4059378,,J034307.32+405937.2,225130537709300480,51476697,,tmgaia,0.0420431,0.0316488,tgas,9.90716,0.368179,tgas,154.521062,-11.116251,63.01377,20.706898,8.306,0.028,7.97,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.234,0.024,7.124,0.016,7.088,0.018,AAA-111-111-000-0-0,16.6,7.058,0.049,7.062,0.02,7.087,0.019,7.1,0.115,7.87636,0.000345996,0.018,gaiaj,tplx,6894.77,57.5329,NaN,NaN,NaN,NaN,2.01209,0.21933,1.84074,0.388127,0.22597,0.0738962,DWARF,8.242684,1.797005,100.9371,4.8387,NaN,NaN,111,0.008904901,,,0.0002094462
b'HD 3821',b'A',b'H09',4.48000001907349,5813,4.15620000637773E-08,-0.219999998807907,0.109999999403954,12,0.5,1.00999999046326,b'HD 3821',10.1975,-7.2325,3816118,10.197828,-7.232664,1.6,-93.61,6.453,STAR,2mass,1.31177784366781,20180610,3203,4679-01057-1,414-000824,00404747-0713574,,J004047.49-071358.4,2523361146883599360,2847651,,tmgaia,2,2,sblink,38.65,1.1,hip,115.211547,-69.944662,6.489701,-10.682994,7.678,0.024,7.00696,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.911,0.019,5.604,0.038,5.522,0.026,AAA-111-111-000-0-0,8.6,5.524,0.403,5.367,0.095,5.584,0.014,5.483,0.049,6.85289,0.000345996,0.017,gaiaj,hplx,5848.39,9.67969,4.514,0.0189737,-0.0852075,0.00772988,0.995144,0.0892757,1.06261,0.126572,1.07824,0.290192,DWARF,1.043787,0.187279,25.87322,0.736366,0.0594228,NaN,16,0.1359659,,,0.007113261
b'HD 104923',b'',b'H09',4.53999996185303,5304,1.0362000146813E-08,0.0500000007450581,-0.0799999982118607,9.80000019073486,0.100000001490116,0.889999985694885,b'HD 104923',181.237083333333,17.4763888888889,86228112,181.23737,17.47663,27.9445,-209.285,7.884,STAR,2mass,1.31240031966967,20180610,58919,1442-01160-1,538-053124,12045696+1728362,,J120456.99+172833.6,3925951814826258432,,,tmgaia,0.0663468,0.0352538,tgas,27.1391,0.304104,tgas,252.491892,75.56723,173.980275,16.482862,9.453,0.029,8.66,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.208,0.018,6.832,0.038,6.743,0.016,AAA-111-111-000-0-0,27.3,6.642,0.075,6.74,0.023,6.77,0.018,6.647,0.066,8.38485,0.000345996,0.017,gaiaj,tplx,5290.5,32.8716,NaN,NaN,NaN,NaN,0.846152,0.0751235,0.919147,0.11537,1.51719,0.4041,DWARF,0.5053338,0.08972961,36.84721,0.579984,0.0346111,NaN,16,0.0002397715,,,0.006983766
b'HD 63738',b'',b'H09',4.36999988555908,6345,3.71029997836558E-08,-0.25,0.119999997317791,-7,0.200000002980232,1.1599999666214,b'HD 63738',117.205,-38.2038888888889,130875665,117.205413,-38.204055,-125.092,-43.6555,6.651,STAR,2mass,1.31249446413608,20180610,38129,7645-01924-1,259-019996,07484930-3812145,,J074849.19-381215.1,5538573427289363456,17857560,,tmgaia,0.0251123,0.0338321,tgas,23.7223,0.392121,tgas,252.949302,-6.241766,132.272643,-57.717884,7.615,0.023,7.14,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.193,0.019,6.021,0.053,5.896,0.023,AAA-111-111-000-0-0,21,5.879,0.116,5.779,0.046,5.918,0.015,5.831,0.036,6.98642,0.000345996,0.017,gaiaj,tplx,6304.65,53.5763,NaN,NaN,NaN,NaN,1.6855,0.154723,1.69283,0.38127,0.353531,0.0973586,DWARF,4.04386,0.7424244,42.15443,0.877337,NaN,NaN,215,0.0021574,,,0.000442392
b'HD 171770',b'',b'H09',4.28999996185303,6711,2.57640007106374E-08,0.109999999403954,-0.0500000007450581,-37.5,0.400000005960464,1.37999999523163,b'HD 171770',279.2875,-15.0261111111111,433857614,279.287843,-15.026265,43.61,-21.2,7.096,STAR,2mass,1.31497555066849,20180610,91280,6267-02610-1,375-135066,18370907-1501345,,J183709.11-150134.7,4103438005438530560,,,tmgaia,2,2,sblink,14.39,1.03,hip,17.938008,-3.708011,279.059207,8.121422,7.91,0.028,7.49,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.711,0.02,6.518,0.034,6.486,0.023,AAA-111-111-000-0-0,10.3,6.322,0.079,6.437,0.022,6.505,0.018,6.549,0.093,7.37481,0.000345996,0.017,gaiaj,hplx,6711,94,NaN,NaN,NaN,NaN,1.42355,0.183627,1.38716,0.306267,0.480849,0.186077,DWARF,3.703302,0.9553949,69.49271,4.97411,NaN,NaN,855,0.06875996,,,0.0003755389
b'HD 158917',b'',b'H09',4.3600001335144,6318,1.54959991505166E-08,-0.0700000002980232,0.00999999977648258,-1.10000002384186,0.699999988079071,1.17999994754791,b'HD 158917',262.774166666667,21.0211111111111,356434628,262.774558,21.021103,-74.3847,-77.5286,7.584,STAR,2mass,1.31536617454596,20180610,85726,1550-00470-1,556-061645,17310590+2101161,,J173105.81+210115.5,4556536473684131712,,,tmgaia,0.0398875,0.0539192,tgas,14.6339,0.305472,tgas,44.100008,26.670531,260.570723,44.224174,8.575,0.026,8.07,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.122,0.021,6.891,0.021,6.869,0.02,AAA-111-111-000-0-0,28.1,6.816,0.066,6.824,0.021,6.842,0.017,6.688,0.084,7.92251,0.000345996,0.018,gaiaj,tplx,6349.79,46.132,NaN,NaN,NaN,NaN,1.3341,0.125529,1.29346,0.249871,0.544738,0.153768,DWARF,2.606807,0.4905628,68.33448,1.99929,0.0616185,NaN,76,0.003251572,,,0.004536583
b'HD 5294',b'A',b'H09',4.51999998092651,5764,2.99349984800301E-08,-0.150000005960464,0.0700000002980232,-8.69999980926514,0.200000002980232,0.990000009536743,b'HD 5294',13.7466666666667,24.1,13961725,13.746934,24.100272,-184.679,-179.605,6.784,STAR,2mass,1.3155278992088,20180610,4290,1739-01235-1,571-001985,00545929+2406013,,,2804013036061330560,45422872,,tmgaia,0.0754397,0.0531983,tgas,33.5518,0.22408,tgas,123.970883,-38.764317,22.177692,16.759442,8.052,0.024,7.41626,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.204,0.026,5.94,0.031,5.819,9.998,AAF-111-111-000-0-0,15.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.21386,0.000345996,0.019,gaiaj,tplx,5778.95,4.79614,4.1,0.2,-0.17,0.1,0.980695,0.0829739,1.03713,0.123774,1.09959,0.2791,DWARF,0.9664032,0.1635294,29.80469,0.197734,0.0469099,NaN,25,0.06521408,,,0.007090302
b'HD 72687',b'',b'H09',4.48999977111816,5796,1.41870000192057E-08,-0.129999995231628,0.0399999991059303,21.7999992370605,0.300000011920929,1.00999999046326,b'HD 72687',128.31375,-29.9563888888889,283397452,128.314115,-29.956572,-41.9607,17.9065,7.631,STAR,2mass,1.31553293102763,20180610,41967,6582-02150-1,301-047454,08331538-2957236,,J083315.34-295723.6,5643811086797924992,,,tmgaia,0.0242133,0.0402462,tgas,22.611,0.471276,tgas,251.068512,5.95336,141.64321,-46.764808,8.92,0.022,8.26,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.046,0.019,6.772,0.038,6.702,0.023,AAA-111-111-000-0-0,12.2,6.695,0.058,6.671,0.021,6.691,0.015,6.415,0.065,8.06338,0.000345996,0.017,gaiaj,tplx,5794,25,4.52,0.028,-0.02,0.1,1.18517,0.110636,1.29107,0.248355,0.775546,0.217193,DWARF,1.426166,0.266266,44.22626,1.09272,NaN,NaN,235,0.00932481,,,0.0005476355
b'HD 156423',b'',b'H09',4.57000017166138,5215,4.25920010371783E-09,-0.25,0.0199999995529652,-30.2000007629395,0.100000001490116,0.810000002384186,b'HD 156423',259.682083333333,-29.4902777777778,81770639,259.682494,-29.490361,-175.224,-214.127,8.858,STAR,2mass,1.32127237919712,20180610,84684,6837-00281-1,303-131525,17184381-2929249,,,4059367449100568320,14590498,,tmgaia,0.0955953,0.0524315,tgas,20.4204,0.508935,tgas,356.329166,4.61285,260.974872,-6.37374,10.417,0.061,9.67,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.159,0.023,7.759,0.047,7.657,0.023,AAA-111-111-000-0-0,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.37708,0.000345996,0.018,gaiaj,tplx,5184.37,31.5879,4.46,0.12,-0.43,0.06,0.842068,0.081843,0.960464,0.122836,1.60857,0.469024,DWARF,0.4615014,0.08970928,48.97064,1.41675,NaN,NaN,1010,0.3368199,,,0.0004260175
b'HD 170542',b'',b'H09',4.28000020980835,6615,4.03179996055769E-08,-0.0299999993294477,0.0199999995529652,0.600000023841858,0.899999976158142,1.33000004291534,b'HD 170542',277.364166666667,13.8547222222222,462767818,277.364451,13.854966,65.0648,-65.8668,6.589,STAR,2mass,1.32584226823733,20180610,90618,1035-01491-1,520-076821,18292746+1351178,,J182927.51+135117.1,4509284789681254528,40895426,,tmgaia,0.0305316,0.0309666,tgas,19.5669,0.394725,tgas,42.950126,11.065862,278.972659,37.065155,7.425,0.024,7.0162,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.176,0.02,5.993,0.049,5.975,0.024,AAA-111-111-000-0-0,15.8,5.954,0.117,5.878,0.041,5.992,0.015,5.876,0.04,6.8888,0.000345996,0.017,gaiaj,tplx,6672.07,54.6665,NaN,NaN,NaN,NaN,1.49484,0.138368,1.47526,0.34607,0.441656,0.122644,DWARF,3.989574,0.7385799,51.10672,1.29495,NaN,NaN,255,0.005162802,,,0.0004296875
b'HD 52395',b'',b'H09',4.40999984741211,6169,2.06719992235094E-08,-0.239999994635582,0.119999997317791,17.5,0.400000005960464,1.11000001430511,b'HD 52395',104.930416666667,-29.7077777777778,63355768,104.93084,-29.707801,-0.476661,-124.326,7.25,STAR,2mass,1.32632908402701,20180610,33671,6535-02281-1,302-015677,06594340-2942279,,J065943.39-294229.3,5607942268725633152,12973365,,tmgaia,0.0298159,0.0409144,tgas,20.6261,0.279804,tgas,240.614538,-11.422085,111.338205,-52.046776,8.281,NaN,7.78,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.755,0.021,6.525,0.036,6.474,0.02,AAA-111-111-000-0-0,9.5,6.442,0.079,6.373,0.025,6.47,0.015,6.396,0.06,7.61473,0.000345996,0.018,gaiaj,tplx,6142.95,42.1443,NaN,NaN,NaN,NaN,1.30212,0.116789,1.38088,0.302812,0.625465,0.168297,DWARF,2.175227,0.3901985,48.48226,0.964262,NaN,NaN,150,0.003595744,,,0.0005474549
b'HD 122432',b'',b'H09',4.48000001907349,5743,1.01799999541186E-08,0.0299999993294477,0.0700000002980232,-13.5,0.100000001490116,1.01999998092651,b'HD 122432',210.639166666667,-35.7966666666667,365649771,210.63952,-35.796899,-90.21,-80.72,7.939,STAR,2mass,1.32815688357795,20180610,68602,7292-01718-1,272-068507,14023348-3547488,,J140233.41-354749.4,6121700896552631040,18590268,,tmgaia,2,2,sblink,19.35,1.1,hip,318.775458,24.877199,221.245926,-21.8527,9.215,NaN,8.57,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.388,0.019,7.08,0.042,6.984,0.027,AAA-111-111-000-0-0,19.4,6.9,0.055,6.942,0.02,6.947,0.016,6.888,0.063,8.347,0.000345996,0.017,gaiaj,hplx,5797.94,42.1443,NaN,NaN,NaN,NaN,1.04943,0.135023,1.07366,0.128996,0.92898,0.358577,DWARF,1.121235,0.2885232,51.67959,2.93786,0.0742542,NaN,76,0.001651617,,,0.00509499
b'HD 130900',b'',b'H09',2.98000001907349,6320,4.46809984566698E-08,0.439999997615814,-0.150000005960464,-27.6000003814697,0.5,3.78999996185303,b'HD 130900',222.765,-15.0272222222222,158191167,222.765257,-15.027496,-19.8833,0.911995,6.566,STAR,2mass,1.33035975007292,20180610,72640,6155-00061-1,375-069936,14510366-1501389,,J145103.63-150138.9,6310016520781079168,8712510,,tmgaia,0.0437382,0.0312149,tgas,4.39249,0.355334,tgas,341.10463,38.819635,224.82833,1.31594,7.772,0.023,7.21775,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.998,0.023,5.73,0.036,5.665,0.027,AAA-111-111-000-0-0,34.5,5.66,0.109,5.49,0.027,5.633,0.016,5.555,0.036,6.98633,0.000345996,0.018,gaiaj,tplx,6320,210,NaN,NaN,NaN,NaN,6.98542,1.25434,1.10249,0.138592,0.00323443,0.00174237,DWARF,70.13715,25.18841,227.6613,24.1029,0.0823398,NaN,49,0.0004728522,,,NaN
b'HD 124324',b'',b'H09',4.25,6973,3.12759986798028E-08,-0.100000001490116,0.109999999403954,NaN,0.699999988079071,1.44000005722046,b'HD 124324',213.442083333333,-36.6208333333333,179712650,213.442424,-36.621082,-70.0031,-33.2734,6.927,STAR,2mass,1.33050551800096,20180610,69508,7293-02148-1,267-070976,14134618-3637158,,J141346.11-363716.2,6118073126656126464,,,tmgaia,0.0426572,0.0290016,tgas,14.4531,0.274496,tgas,320.833653,23.372109,223.838125,-21.799238,7.628,0.025,7.28,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.574,0.019,6.451,0.04,6.413,0.029,AAA-111-111-000-0-0,33.3,6.388,0.045,6.363,0.021,6.397,0.015,6.151,0.05,7.18025,0.000345996,0.017,gaiaj,tplx,6956.61,63.9662,NaN,NaN,NaN,NaN,1.63902,0.153194,1.61743,0.37556,0.367344,0.103003,DWARF,5.668313,1.059599,69.18931,1.9466,0.0678405,NaN,71,0.0006922949,,,0.003302231
b'HD 37466',b'',b'H09',4.32000017166138,6791,3.64889984894035E-08,-0.200000002980232,0.119999997317791,-18.3999996185303,0.100000001490116,1.33000004291534,b'HD 37466',84.9641666666667,24.2252777777778,75247258,84.964534,24.225435,-3.50806,40.7005,6.741,STAR,2mass,1.33216578199705,20180610,26651,1861-00175-1,572-018618,05395148+2413314,,J053951.49+241332.2,3428665073772531328,45488749,,tmgaia,0.0567617,0.0423656,tgas,17.2233,0.325904,tgas,183.333441,-3.570918,85.408439,0.866367,7.608,NaN,7.13506,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.362,0.026,6.192,0.016,6.168,0.023,AAA-111-111-000-0-0,24,6.195,0.104,6.104,0.033,6.204,0.016,6.068,0.058,7.01387,0.000345996,0.019,gaiaj,tplx,6860.21,60.2847,NaN,NaN,NaN,NaN,1.47971,0.136039,1.49927,0.353872,0.462754,0.127632,DWARF,4.369156,0.8033677,58.06088,1.49325,NaN,NaN,174,0.004481455,,,NaN
b'HD 158173',b'',b'H09',4.34000015258789,6296,1.11320002105231E-08,0.400000005960464,-0.129999995231628,-62.4000015258789,0.100000001490116,1.30999994277954,b'HD 158173',262.207916666667,-26.7294444444444,187365716,262.208169,-26.729738,17.91,-50.93,8.038,STAR,2mass,1.33232083616168,20180610,85538,6834-00230-1,317-113904,17284995-2643469,,J172849.96-264347.5,4061540599467544832,12830332,,tmgaia,2,2,sblink,13.19,1.34,hip,359.874537,4.315318,263.032281,-3.478714,9.245,0.032,8.63,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.512,0.026,7.23,0.057,7.162,0.021,AAA-111-111-000-0-0,9.6,7.074,0.05,7.162,0.02,7.183,0.018,7.26,0.141,8.42578,0.000345996,0.019,gaiaj,hplx,6296,80,NaN,NaN,NaN,NaN,1.31815,0.2627,1.17497,0.175673,0.513018,0.306725,DWARF,2.459706,0.9804117,75.81501,7.70221,NaN,NaN,1053,0.03719368,,,NaN
