#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Name, m_Name, H09, logg, Teff, Fbol, __Fe_H_, __a_Fe_, RV, ageMLP, M_MLP, SimbadName, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@string, string, string, float, float, float, float, float, float, float, float, string, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
Name,m_Name,H09,logg,Teff,Fbol,__Fe_H_,__a_Fe_,RV,ageMLP,M_MLP,SimbadName,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff_,e_Teff,logg_,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
b'HD 30505',b'',b'H09',4.53000020980835,5300,7.84310039136926E-09,0.0500000007450581,-0.0700000002980232,41,0.100000001490116,0.879999995231628,b'HD 30505',72.2645833333333,18.6411111111111,18639254,72.264706,18.641233,87.0188,-38.3984,8.181,STAR,2mass,0.606326470492333,20180610,22380,1284-01397-1,544-010800,04490351+1838285,,J044903.58+183828.0,3406823240927024256,42962045,,tmgaia,0.105606,0.0941655,tgas,22.3275,0.262681,tgas,181.199537,-16.46659,73.186064,-3.768831,9.739,NaN,8.98,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.486,0.024,7.141,0.024,7.059,0.026,AAA-111-111-000-0-0,24.6,6.984,0.047,7.031,0.021,7.038,0.017,7.114,0.131,8.69554,0.000345996,0.018,gaiaj,tplx,5278.68,36.6453,NaN,NaN,0.13,0.1,1.18758,0.106093,1.12638,0.149342,0.672506,0.180236,DWARF,0.9865561,0.1762689,44.78782,0.799871,0.476856,NaN,67,0.004101734,,,NaN
b'HD 124019',b'',b'H09',4.51000022888184,5764,1.07530002679823E-08,-0.170000001788139,0.0799999982118607,-20.1000003814697,0.200000002980232,0.959999978542328,b'HD 124019',212.612083333333,27.6325,418011798,212.612219,27.632618,22.5949,-40.5186,7.902,STAR,2mass,0.606364927236623,20180610,69230,2013-00072-1,589-051068,14102693+2737574,,J141026.94+273757.0,1260316886965425536,,,tmgaia,0.0438645,0.0540824,tgas,20.5929,0.288344,tgas,39.140607,72.471495,198.768357,37.985228,9.198,0.026,8.55,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.32,0.03,7.027,0.021,6.976,0.026,AAA-111-111-000-0-0,112.8,6.885,0.058,6.941,0.02,6.967,0.016,6.952,0.071,8.33239,0.000345996,0.02,gaiaj,tplx,5764,120,NaN,NaN,NaN,NaN,0.914222,0.091097,1.01624,0.123753,1.32997,0.397571,DWARF,0.8311778,0.1656442,48.56042,0.98122,0.0170381,NaN,12,5.654078E-10,,,0.006938625
b'HD 115031',b'',b'H09',4.38000011444092,6056,1.35549997892781E-08,0.00999999977648258,-0.0199999995529652,69.0999984741211,0.200000002980232,1.0900000333786,b'HD 115031',198.835416666667,-55.3413888888889,420337806,198.835469,-55.341555,-230.872,-135.741,7.736,STAR,2mass,0.607522020267558,20180610,64673,8653-01616-1,174-094852,13152050-5520296,,J131520.24-552031.1,6066626152961117952,28548109,,tmgaia,0.0364834,0.0481631,tgas,13.8515,0.519279,tgas,306.354509,7.371263,222.6413,-42.972639,8.954,0.025,8.33,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.183,0.021,6.966,0.042,6.832,0.02,AAA-111-111-000-0-0,14.2,6.835,0.03,6.854,0.02,6.855,0.016,6.858,0.062,8.14434,0.000345996,0.018,gaiaj,tplx,5917.35,7.79191,4.33415,0.0192305,-0.0294233,0.00693239,2.09294,0.226244,1.59642,0.373294,0.174131,0.0564701,DWARF,4.838573,1.046086,72.19434,3.1257,NaN,NaN,324,0.03084068,,,0.0002184674
b'HD 56124',b'',b'H09',4.44999980926514,5876,4.61609985791256E-08,0.0199999995529652,-0.0199999995529652,22.1000003814697,0.100000001490116,1.03999996185303,b'HD 56124',109.289583333333,33.0919444444444,371148289,109.289726,33.092064,-58.2171,-173.266,6.32,STAR,2mass,0.608600780729849,20180610,35265,2455-00727-1,616-040134,07170953+3305314,,J071709.48+330529.9,890234398476992640,,,tmgaia,0.0614294,0.0401437,tgas,36.6165,0.236544,tgas,184.906365,19.418527,106.361549,10.741934,7.565,0.025,6.95973,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.755,0.026,5.526,0.026,5.438,0.02,AAA-111-111-000-0-0,47.5,5.496,0.158,5.295,0.055,5.468,0.015,5.391,0.039,6.73767,0.000345996,0.019,gaiaj,tplx,5845.31,31.7295,4.46,0.06,0.01,0.03,1.09575,0.0935077,1.08431,0.131986,0.824174,0.210997,DWARF,1.262839,0.215533,27.31009,0.28494,0.0582538,NaN,51,0.0008847754,,,0.006336829
b'HD 67',b'',b'H09',4.57999992370605,5746,8.28509971739777E-09,-0.0900000035762787,0.0700000002980232,6.30000019073486,0.100000001490116,0.980000019073486,b'HD 67',1.36833333333333,-61.2258333333333,355707036,1.368672,-61.225879,82.5678,-77.985,8.176,STAR,2mass,0.609463669103288,20180610,459,8840-00856-1,144-000088,00052848-6113332,,J000528.56-611333.8,4905600697896019072,29725891,,tmgaia,0.0526712,0.0498244,tgas,17.6174,0.33327,tgas,312.564289,-55.034466,324.907563,-53.9758,9.449,NaN,8.82,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6,0.02,7.316,0.044,7.23,0.021,AAA-111-111-000-0-0,36.6,7.113,0.049,7.226,0.02,7.218,0.017,7.186,0.105,8.60291,0.000345996,0.017,gaiaj,tplx,5764.21,35.1398,4.56,0.1,0.03,0.05,0.937637,0.0867619,1.00659,0.124118,1.22109,0.338972,DWARF,0.8744266,0.1618258,56.76207,1.44474,0.0125965,NaN,22,0.0001878727,,,0.007357633
b'HD 142254',b'',b'H09',4.30000019073486,6778,5.4914000457984E-08,-0.100000001490116,0.0700000002980232,-17,0.100000001490116,1.35000002384186,b'HD 142254',238.81625,-42.605,255125492,238.816423,-42.605112,-73.9747,-37.3069,6.298,STAR,2mass,0.610495312037318,20180610,77958,7846-01485-1,237-094628,15551594-4236183,,J155515.97-423618.9,5994804816478471296,21247353,,tmgaia,0.031978,0.0194,tgas,22.4594,0.435416,tgas,335.266662,8.437194,245.774708,-21.752997,7.072,0.024,6.68,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.93,0.027,5.74,0.036,5.689,0.021,AAA-111-111-000-0-0,16.8,5.883,0.096,5.51,0.048,5.687,0.014,5.608,0.047,6.56261,0.000345996,0.019,gaiaj,tplx,6731.8,60.2425,NaN,NaN,NaN,NaN,1.38068,0.129292,1.39604,0.311029,0.530419,0.149011,DWARF,3.527001,0.6605629,44.52479,1.04824,NaN,NaN,434,0.01959034,,,0.0004634364
b'HD 28033',b'',b'H09',4.32000017166138,6376,3.24859996680971E-08,0.209999993443489,-0.0799999982118607,41,0.5,1.27999997138977,b'HD 28033',66.5770833333333,21.4702777777778,17418956,66.577071,21.470447,103.537,-37.8687,6.837,STAR,2mass,0.610599619780458,20180610,20712,1277-00808-1,558-009861,04261848+2128136,,J042618.56+212813.0,145293177350363264,45849212,,tmgaia,0.058668,0.0374815,tgas,21.4611,0.438451,tgas,175.372421,-18.857622,68.288521,-0.220709,7.918,0.0316386,7.38,0.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.342,0.019,6.15,0.026,6.073,0.021,AAA-111-111-000-0-0,11,5.898,0.109,5.912,0.039,6.093,0.016,5.987,0.065,7.20092,0.000345996,0.017,gaiaj,tplx,6214.77,44.1834,NaN,NaN,NaN,NaN,1.69828,0.153704,1.61004,0.374826,0.328707,0.0892495,DWARF,3.876266,0.7016482,46.59594,1.15347,0.517933,NaN,36,0.002207509,,,NaN
b'HD 25825',b'',b'H09',4.44000005722046,6028,1.95609999309454E-08,0.0500000007450581,-0.0500000007450581,37.7000007629395,0.100000001490116,1.0900000333786,b'HD 25825',61.5670833333333,15.6980555555556,311151814,61.567245,15.698124,118.934,-19.6168,7.278,STAR,2mass,0.612078355727927,20180610,19148,1250-00686-1,529-007653,04061614+1541532,,J040616.21+154153.0,45367052352895360,42922883,,tmgaia,0.123371,0.0677173,tgas,21.342,0.235395,tgas,176.675904,-26.232959,62.601686,-5.077698,8.444,0.0707178,7.85,0.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.753,0.024,6.532,0.036,6.446,0.024,AAA-111-111-000-0-0,28.5,6.405,0.085,6.394,0.023,6.451,0.016,6.433,0.072,7.66616,0.000345996,0.018,gaiaj,tplx,5992.91,24.8336,4.40499,0.0524285,0.0749126,0.0207705,1.47449,0.124436,1.5065,0.355959,0.469941,0.118979,DWARF,2.526559,0.4264456,46.85596,0.837198,0.40609,NaN,35,0.001048819,,,NaN
b'HD 33670',b'AB',b'H09',3.0699999332428,5336,1.39220004413687E-08,0.0700000002980232,0.0500000007450581,26.8999996185303,0.899999976158142,2.11999988555908,b'HD 33670',77.1216666666667,-56.9875,381975243,77.121936,-56.987586,-2.5,36.9,7.52,STAR,2mass,0.612298548238658,20180610,23924,8514-01286-1,166-005339,05082926-5659153,,J050829.24-565914.7,,27242510,,2mass,1.2,1.2,tycho2,3.62,2.19,hip,265.381538,-36.364989,51.696099,-78.702434,8.909,NaN,8.26,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.827,0.024,6.455,0.047,6.33,0.02,AAA-111-111-000-0-0,66.1,6.329,0.036,6.312,0.025,6.341,0.015,6.285,0.047,NaN,NaN,0.033,vjk,,5336,217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,35.4165,NaN,0.0242298,NaN,35,0.0008275591,,,NaN
b'HD 31130',b'',b'H09',4.51000022888184,5735,7.99319987976332E-09,-0.0399999991059303,0.0299999993294477,45.9000015258789,0.100000001490116,1.00999999046326,b'HD 31130',72.9495833333333,-34.2213888888889,1309021,72.949789,-34.221403,73.7696,8.07659,8.201,STAR,2mass,0.614319015781967,20180610,22604,7049-01507-1,279-005445,04514794-3413170,,J045148.01-341317.1,4873226849326981120,15094912,,tmgaia,0.0592721,0.0728482,tgas,16.8995,0.244069,tgas,236.490344,-38.56406,64.202865,-56.143845,9.502,0.033,8.83,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.633,0.026,7.345,0.034,7.274,0.021,AAA-111-111-000-0-0,55.4,7.216,0.03,7.261,0.02,7.261,0.015,7.211,0.086,8.62177,0.000345996,0.019,gaiaj,tplx,5818.81,44.7578,NaN,NaN,NaN,NaN,0.960551,0.0869444,1.02532,0.123607,1.15691,0.314153,DWARF,0.9529547,0.1725136,59.17335,1.35417,0.0199031,NaN,15,0.005749259,,,0.007123867
b'HD 133564',b'',b'H09',4.5,5742,8.43650038717669E-09,-0.509999990463257,0.230000004172325,-15.8000001907349,0.400000005960464,0.910000026226044,b'HD 133564',225.902916666667,44.9902777777778,283818949,225.903147,44.990329,-183.654,307.704,8.192,STAR,2mass,0.614740630042552,20180610,73677,3050-00176-1,675-058597,15033675+4459252,,,1586169424283436416,,,tmgaia,0.0904713,0.0826777,tgas,18.4009,0.219967,tgas,75.874364,58.210775,200.578251,58.285834,9.431,0.03,8.85,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.614,0.019,7.252,0.017,7.26,0.027,AAA-111-111-000-0-0,25.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.61892,0.000345996,0.017,gaiaj,tplx,5664.76,39.2641,NaN,NaN,NaN,NaN,0.933255,0.0831908,0.995062,0.124482,1.22419,0.327375,DWARF,0.8080187,0.1440544,54.34517,1.09867,0.0189101,NaN,15,0.002497929,,,0.007711308
b'HD 28976',b'AB',b'H09',3.4300000667572,6809,5.62869999498616E-08,0.479999989271164,-0.180000007152557,NaN,0.800000011920929,2.38000011444092,b'HD 28976',68.6891666666667,22.6922222222222,118446949,68.68931,22.692331,40.9322,-28.1357,6.304,STAR,2mass,0.616425456593141,20180610,21341,1829-00914-1,564-010706,04344543+2241324,,J043445.47+224132.1,145184909810471296,,,tmgaia,0.0490562,0.0344674,tgas,7.80011,0.606554,tgas,175.721189,-16.57433,70.408209,0.690811,7.249,0.025,6.75832,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.805,0.018,5.665,0.038,5.593,0.026,AAA-111-111-000-0-0,18.2,5.554,0.166,5.39,0.056,5.572,0.015,5.501,0.05,6.672,0.000345996,0.017,gaiaj,tplx,6809,80,NaN,NaN,NaN,NaN,5.41384,0.882505,1.87365,0.389298,0.0118079,0.00577438,DWARF,56.75954,18.50464,128.2033,11.1221,1.34018,NaN,52,0.001128029,,,NaN
b'HD 100267',b'',b'H09',4.32000017166138,6608,1.10549995824272E-08,-0.0500000007450581,-0.00999999977648258,0.800000011920929,0.899999976158142,1.29999995231628,b'HD 100267',173.097916666667,12.2044444444444,165428376,173.098092,12.204432,-116.722,5.3761,7.99,STAR,2mass,0.618559061260263,20180610,56294,0859-00217-1,512-050657,11322354+1212159,,J113223.45+121216.1,3917431252549843328,41772040,,tmgaia,0.0696501,0.0454712,tgas,8.97856,0.314511,tgas,247.91978,66.211581,168.815666,8.466757,8.854,0.031,8.4,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.588,0.018,7.398,0.023,7.375,0.02,AAA-111-111-000-0-0,45.6,7.268,0.035,7.362,0.02,7.389,0.018,7.488,0.154,8.28099,0.000345996,0.017,gaiaj,tplx,6608,97,NaN,NaN,NaN,NaN,1.6846,0.184559,1.42154,0.323829,0.297351,0.0977301,DWARF,4.874931,1.068161,111.3764,5.39166,0.0400099,NaN,8,0.0001209959,,,0.002340937
b'HD 158063',b'',b'H09',3.13000011444092,6149,3.66750008140571E-08,0.870000004768372,-0.200000002980232,-15,0.600000023841858,2.47000002861023,b'HD 158063',260.293333333333,69.8005555555555,219874159,260.293552,69.80071,-12.3869,29.36,6.725,STAR,2mass,0.618883667137342,20180610,84910,4421-00144-1,800-024919,17211045+6948025,,J172110.41+694802.7,1638630078983044608,,,tmgaia,0.0388815,0.0423694,tgas,3.85745,0.264047,tgas,100.564287,33.083803,133.63681,85.160787,7.991,0.024,7.39131,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.117,0.023,5.746,0.016,5.682,0.016,AAA-111-111-000-0-0,14.6,5.636,0.142,5.542,0.048,5.637,0.015,5.597,0.033,7.17493,0.000345996,0.018,gaiaj,tplx,5467,186,2.48561,0.319215,NaN,NaN,9.29991,1.5528,0.95602,0.117812,0.914944,2.74483,GIANT,0.8287166,0.8287166,259.2388,16.6083,0.040227,NaN,0,NaN,,,NaN
b'HD 129232',b'',b'H09',4.38000011444092,6254,1.60460000842022E-08,-0.140000000596046,0.0500000007450581,-23.2000007629395,0.400000005960464,1.13999998569489,b'HD 129232',220.4225,-9.80944444444444,23968105,220.422672,-9.809476,9.06136,-11.1317,7.533,STAR,2mass,0.620632353043282,20180610,71834,5569-00141-1,401-058108,14414144-0948341,,J144141.43-094834.2,6326749885165889920,4011790,,tmgaia,0.0488984,0.0414318,tgas,15.3385,0.362611,tgas,342.593937,44.40721,221.082138,5.614944,8.475,NaN,8.04,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.054,0.03,6.877,0.047,6.774,0.017,AAA-111-111-000-0-0,7.9,6.752,0.063,6.748,0.021,6.793,0.016,6.785,0.077,7.88471,0.000345996,0.02,gaiaj,tplx,6227.58,52.9933,NaN,NaN,NaN,NaN,1.4325,0.138353,1.33521,0.276016,0.454219,0.131608,DWARF,2.780746,0.5371372,65.19543,2.00036,0.0900908,NaN,31,0.01196496,,,NaN
b'HD 26054',b'',b'H09',3.38000011444092,6799,2.07519992301286E-08,0.300000011920929,-0.159999996423721,46.5999984741211,0.899999976158142,2.27999997138977,b'HD 26054',61.7454166666667,-15.9891666666667,332558708,61.745521,-15.989307,34.3452,-20.837,7.385,STAR,2mass,0.620965461522032,20180610,19204,5883-01240-1,371-004822,04065892-1559214,,J040658.95-155921.5,5097638787463656704,7543686,,tmgaia,0.062212,0.0543701,tgas,4.32734,0.263746,tgas,209.527712,-43.486493,55.708663,-36.125505,8.239,NaN,7.82,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.972,0.02,6.819,0.038,6.756,0.023,AAA-111-111-000-0-0,22.2,6.707,0.038,6.687,0.021,6.732,0.016,6.664,0.071,7.68606,0.000345996,0.017,gaiaj,tplx,6799,94,NaN,NaN,NaN,NaN,4.29735,0.603287,1.38984,0.307718,0.0175131,0.00737577,DWARF,35.55301,9.982276,231.0889,21.3316,0.0385165,NaN,22,0.004456989,,,0.0007660664
b'HD 180709',b'',b'H09',4.40000009536743,6199,9.41509981089439E-09,-0.280000001192093,0.129999995231628,-11.6999998092651,0.400000005960464,1.11000001430511,b'HD 180709',291.895833333333,-78.2208333333333,257573215,291.895968,-78.221004,6.87322,16.0615,8.107,STAR,2mass,0.622319622330803,20180610,95669,9463-01626-1,059-026603,19273503-7813156,,J192735.09-781315.5,6364341019489023232,35057229,,tmgaia,0.0443914,0.0547568,tgas,14.713,0.285822,tgas,316.175244,-28.353948,277.698213,-55.367942,9.175,NaN,8.63,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.614,0.023,7.403,0.026,7.343,0.02,AAA-111-111-000-0-0,8.2,7.266,0.035,7.301,0.021,7.303,0.018,7.107,0.083,8.47042,0.000345996,0.018,gaiaj,tplx,6157.92,47.2717,NaN,NaN,NaN,NaN,1.29651,0.12095,1.48308,0.348745,0.680514,0.190453,DWARF,2.177623,0.4062961,67.9671,1.91415,0.354581,NaN,60,0.007922745,,,0.004661988
b'HD 120780',b'AB',b'H09',NaN,5059,NaN,-0.310000002384186,-0.0299999993294477,-27.7999992370605,0.5,0.779999971389771,b'HD 120780',208.149166666667,-50.9216666666667,241682179,208.149441,-50.921672,-594.519,-40.0773,6.51616,STAR,2mass,0.622861514667064,20180610,67742,8275-01511-1,196-087518,13523589-5055179,,,6093381600186443648,24817952,,tmgaia,0.039452,0.0368696,tgas,62.2894,0.912022,tgas,312.674739,10.789473,226.300587,-36.436366,8.278,0.021,7.37,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.782,0.024,5.318,0.024,5.19,0.018,AAA-111-111-ddd-0-0,5.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.06024,0.000345996,0.0181077,gaiaj,tplx,5025.86,26.6278,4.53,0.06,-0.246034,0.0275744,0.736665,0.0664435,0.814339,0.0911591,2.03702,0.551187,DWARF,0.3119438,0.05627154,NaN,NaN,NaN,NaN,235,0.2842772,,,0.001212374
b'HD 19829',b'',b'H09',3.41000008583069,6786,1.86339992325202E-08,0.100000001490116,-0.150000005960464,NaN,0.899999976158142,2.16000008583069,b'HD 19829',46.9354166666667,-65.9197222222222,370010895,46.935819,-65.919777,9.70269,15.3804,7.475,STAR,2mass,0.62300357716524,20180610,14540,8866-00872-1,121-002727,03074459-6555111,,J030744.59-655510.9,4671855933264279936,32413560,,tmgaia,0.0415464,0.0472683,tgas,5.66689,0.837917,tgas,283.784819,-45.813793,342.159319,-72.98189,8.263,0.026,7.86,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.099,0.029,6.955,0.038,6.867,0.017,AAA-111-111-000-0-0,33.9,6.794,0.066,6.796,0.021,6.827,0.015,6.775,0.06,7.74637,0.000345996,0.02,gaiaj,tplx,6786,97,NaN,NaN,NaN,NaN,3.17971,0.881053,1.42281,0.324428,0.0442572,0.0367892,DWARF,19.31635,10.70458,176.4636,27.7142,0.0264734,NaN,21,0.0008486832,,,0.002080615
b'HD 16707',b'',b'H09',4.3899998664856,6202,1.09359996613989E-08,-0.0900000035762787,0.0199999995529652,-9.19999980926514,0.400000005960464,1.12999999523163,b'HD 16707',40.2266666666667,8.24027777777778,381109725,40.226841,8.240294,-36.8876,2.18501,7.92,STAR,2mass,0.623859918434683,20180610,12505,0639-01150-1,492-003823,02405443+0814250,,J024054.42+081425.0,19873363434704512,38344061,,tmgaia,0.0972443,0.0771531,tgas,13.3471,0.247016,tgas,163.664083,-45.796197,40.415066,-7.050281,8.904,NaN,8.44,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.436,0.019,7.264,0.042,7.186,0.026,AAA-111-111-000-0-0,7.4,7.049,0.039,7.165,0.02,7.193,0.016,7.065,0.101,8.27623,0.000345996,0.017,gaiaj,tplx,6214,52.7712,NaN,NaN,NaN,NaN,1.49916,0.139412,1.48113,0.348091,0.439591,0.122637,DWARF,3.019087,0.5615104,74.92265,2.18142,0.150054,NaN,17,0.002959187,,,0.002836951
b'HD 8004',b'',b'H09',4.46000003814697,5987,3.54799993829147E-08,-0.0900000035762787,0.0199999995529652,-8.19999980926514,0.100000001490116,1.05999994277954,b'HD 8004',20.15375,54.9622222222222,332575186,20.153903,54.962372,-92.598,-82.2833,6.63,STAR,2mass,0.625086759489849,20180610,6285,3674-01643-1,725-011548,01203693+5457445,,J012036.82+545743.5,410846057456992512,,,tmgaia,0.030996,0.0414479,tgas,30.1141,0.245481,tgas,127.149964,-7.670238,43.259592,42.26251,7.783,0.023,7.21186,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.088,0.024,5.868,0.033,5.789,0.024,AAA-111-111-000-0-0,28,5.829,0.117,5.703,0.045,5.818,0.015,5.736,0.037,7.03016,0.000345996,0.018,gaiaj,tplx,5950.63,45.1381,NaN,NaN,NaN,NaN,1.45843,0.12616,1.52532,0.360881,0.491705,0.127603,DWARF,2.4028,0.4157036,33.20704,0.427448,NaN,NaN,144,0.003076799,,,0.0004643373
b'HD 130307',b'',b'H09',4.6100001335144,5026,2.53109995185241E-08,-0.209999993443489,-0.00999999977648258,-2.79999995231628,0.200000002980232,0.779999971389771,b'HD 130307',221.817083333333,2.70305555555556,368804760,221.817072,2.703229,-288.19,-78.29,6.94,STAR,2mass,0.625728613227504,20180610,72312,0329-01467-1,464-051500,14471609+0242116,,J144715.91+024210.3,,36286081,,2mass,2,2,sblink,50.84,1.04,hip,356.531938,53.068951,218.5063,17.950521,8.677,0.023,7.76,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.151,0.023,5.688,0.024,5.615,0.024,AAA-111-111-000-0-0,55.1,5.599,0.153,5.457,0.056,5.584,0.015,5.55,0.036,NaN,NaN,0.032,vjk,hplx,4984,25,4.56,0.028,-0.14,0.1,0.763268,0.0693402,0.82381,0.0923886,1.34674,4.04021,DWARF,0.4007694,0.4007694,NaN,NaN,0.0352059,NaN,0,NaN,,,NaN
b'HD 18916',b'',b'H09',4.53000020980835,5706,1.77130008438553E-08,-0.209999993443489,0.100000001490116,-51.5,0.100000001490116,0.959999978542328,b'HD 18916',46.10375,50.0322222222222,116611574,46.103913,50.032361,-208.004,144.138,7.355,STAR,2mass,0.625843171826936,20180610,14300,3318-00581-1,701-022797,03042495+5001563,,J030424.71+500158.0,439357115518755200,,,tmgaia,0.0747552,0.0787343,tgas,27.7967,0.224315,tgas,143.731354,-7.391935,58.596382,31.26801,8.672,0.026,7.99,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.767,0.02,6.453,0.021,6.399,0.02,AAA-111-111-000-0-0,23.9,6.361,0.09,6.356,0.026,6.392,0.015,6.3,0.059,7.79034,0.000345996,0.017,gaiaj,tplx,5663,25,4.53,0.028,-0.22,0.1,1.01027,0.0878532,1.08638,0.132644,1.05358,0.27486,DWARF,0.9457054,0.1644773,35.97549,0.484807,NaN,NaN,174,0.005432722,,,0.0006591423
b'HD 124694',b'',b'H09',4.40999984741211,6176,3.59289984430688E-08,-0.0700000002980232,0.00999999977648258,-14.8999996185303,0.100000001490116,1.12999999523163,b'HD 124694',213.46375,46.325,168704717,213.463911,46.325134,-141.021,9.14029,6.657,STAR,2mass,0.626826521098517,20180610,69518,3465-00526-1,682-053956,14135135+4619304,,J141351.17+461930.8,1506060072236073472,,,tmgaia,0.0269964,0.0299606,tgas,25.3848,0.279603,tgas,88.077977,64.834067,186.109554,54.592823,7.703,0.023,7.18952,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.166,0.026,5.956,0.018,6.856,NaN,AAU-110-110-000-0-0,9.9,5.933,0.137,5.792,0.05,5.904,0.015,5.808,0.039,7.01732,0.000345996,0.019,gaiaj,spec,6175.23,38.5535,4.34,0.06,0.04,0.03,1.21693,0.101487,1.199071,0.0794809,0.665352,0.166463,DWARF,1.940155,0.3236015,39.39365,0.63641,0.00738847,NaN,13,0.00754652,,,0.006981312
