designation,RA,DEC,glon,glat,w1mpro,w2mpro,w3mpro,w4mpro,pmra,pmdec,j_m_2mass,h_m_2mass,k_m_2mass,ra_2,raerr,dec_2,decerr,nobs,mobs,vjmag,bjmag,gmag,rmag,imag,evjmag,ebjmag,egmag,ermag,eimag,name,Separation
J160058.71+611022.0,240.2446281,61.1728031,93.5746394,43.6320764,11.131,11.14,11.003,9.636,12,-54,11.852,11.294,11.198,240.244503,0.362,61.172738,0.395,2,10,13.783,14.712,14.272,13.392,13.015,0.169,0.006,0.035,0.073,0.138,20122530,0.3194977038159742
J165007.81+542616.7,252.5325696,54.4379921,82.5434803,39.2194653,11.05,11.052,11.027,9.889,-37,12,11.772,11.243,11.134,252.532588,0.13,54.43799,0.086,2,10,13.707,14.703,14.168,13.382,13.009,0.023,0.008,0.024,0.026,0.006,20122464,0.039258887083783466
J165114.58+535229.7,252.8107845,53.8749228,81.7967658,39.127349,10.532,10.556,10.492,9.49,-101,-45,11.223,10.689,10.596,252.810782,0.061,53.874911,0.102,2,10,12.916,13.689,13.217,12.675,12.359,0.008,0.011,0,0.011,0,20122464,0.042810086534848045
J160428.22+613427.5,241.1175989,61.5743266,93.8334127,43.0836842,11.227,11.223,11.082,9.203,0,0,11.797,11.301,11.238,241.117692,0.347,61.574408,0.194,5,25,13.429,14.057,13.631,13.212,12.937,0.039,0.122,0.112,0.076,0.077,20122594,0.3336556910776273
J155255.08+611515.6,238.2295322,61.2543379,94.2747845,44.4657152,11.195,11.2,11.082,9.29,24,14,11.852,11.33,11.247,238.229466,0.118,61.254333,0.106,2,10,13.639,14.532,14.085,13.326,12.947,0.074,0.01,0.048,0.058,0.142,20122530,0.1159629622164435
J161320.53+564602.8,243.3355561,56.7674519,87.0976861,43.773795,11.155,11.16,11.108,9.978,-13,-54,11.872,11.336,11.205,243.335585,0.136,56.767353,0.629,2,10,13.638,14.567,14.069,13.331,13.066,0.006,0.017,0.008,0.056,0.016,20122461,0.36057666827639406
J170724.16+564239.1,256.8507059,56.7108751,85.0563936,36.5388188,10.998,11.006,10.85,9.579,17,53,11.661,11.188,11.083,256.850121,0.718,56.711,0.16,2,10,13.371,14.267,13.785,13.082,12.759,0.008,0,0.01,0.028,0.057,20122390,1.2400960018824063
J163008.15+803814.9,247.5339601,80.6374861,113.9025552,32.2509082,11.756,11.774,11.812,9.296,26,-9,12.373,11.901,11.821,247.533892,0.191,80.637493,0.228,2,10,13.995,14.561,14.258,13.744,13.426,0.042,0.189,0.095,0.047,0,20122875,0.04698571538815382
J170010.24+560217.2,255.0427074,56.0381342,84.3482785,37.6044856,11.26,11.269,11.118,9.893,-41,37,12.016,11.475,11.364,255.042698,0.148,56.038133,0.313,2,10,13.96,14.752,14.264,13.617,13.288,0.03,0.125,0.178,0.042,0.017,20122390,0.019391729738197947
J170315.26+560335.3,255.8136023,56.0598068,84.3171191,37.1741218,11.218,11.225,11.413,9.752,0,27,11.904,11.412,11.308,255.813658,0.103,56.059911,0.351,2,10,13.525,14.175,13.766,13.293,12.997,0.016,0.112,0.137,0,0.017,20122390,0.39147040283867857
J164656.31+782043.6,251.7346658,78.3454566,111.0798405,32.6507575,11.105,11.125,11.04,9.708,-33,44,11.799,11.25,11.153,251.73477,0.104,78.345473,0.164,2,10,13.392,14.306,13.943,13.187,12.858,0.008,0.028,0.018,0.051,0.039,20122853,0.09606267420244574
J172219.18+600646.9,260.5799204,60.113038,89.0052482,34.2965226,10.496,10.517,10.529,9.066,-217,54,11.121,10.622,10.558,260.579838,0.104,60.113037,0.138,2,9,12.692,13.496,13.069,12.471,12.145,0.031,0.006,0.035,0.053,0,20122534,0.14785671681105111
J170127.93+562224.3,255.3663826,56.3734216,84.7425249,37.3877156,11.33,11.367,11.244,9.518,26,8,11.982,11.44,11.371,255.366385,0.091,56.37344,0.212,2,10,13.729,14.493,14.007,13.483,13.191,0.034,0.021,0.049,0.017,0.022,20122390,0.0664125769386837
J172422.30+602719.6,261.092922,60.4554627,89.3941209,34.0165828,11.116,11.146,11.012,9.235,-83,2,11.832,11.252,11.2,261.092922,0.174,60.455524,0.2,2,9,13.625,14.49,14.032,13.302,12.933,0.01,0.021,0.042,0.048,0,20122534,0.2206800000206897
J165345.18+803451.1,253.4382847,80.5808659,113.3154547,31.4252128,10.696,10.705,10.582,9.398,-42,71,11.461,10.89,10.746,253.438315,0.152,80.580856,0.168,2,12,13.471,14.575,14.044,13.142,12.732,0.039,0.097,0.055,0.053,0.025,20122875,0.039860847689696347
J164114.11+540234.6,250.308801,54.0429713,82.2774281,40.5622177,11.327,11.364,11.323,9.977,41,-38,12.03,11.518,11.477,250.308854,0.076,54.042964,0.231,3,15,13.634,14.516,14.041,13.318,13.115,0.037,0.034,0.017,0.056,0.05,20122388,0.11507464495193762
J172930.05+553455.8,262.3752474,55.582173,83.5051454,33.5180044,10.429,10.435,10.378,9.079,18,22,11.098,10.588,10.467,262.375086,0.436,55.582198,0.064,2,10,12.683,13.579,13.125,12.443,12.157,0.096,0.055,0.03,0.087,0.046,20122391,0.340526119218113
J170946.84+700637.8,257.4451749,70.110514,101.1847339,33.967829,11.224,11.243,11.221,10.048,75,35,11.919,11.374,11.287,257.445105,0.167,70.110552,0.263,5,26,13.657,14.562,14.169,13.299,12.938,0.092,0.121,0.037,0.059,0.067,20122753,0.16137919754476893
J171034.80+665928.8,257.6450247,66.9913421,97.4876892,34.6042561,10.444,10.436,10.408,10.003,268,18,11.187,10.645,10.524,257.644969,0.093,66.991358,0.427,3,17,13.128,14.004,13.505,12.754,12.235,0.037,0.119,0.034,0.037,0.08,20122707,0.09705366670335333
J165038.29+591306.6,252.6595792,59.2185125,88.5837672,38.3786534,11.344,11.353,11.298,9.941,-17,-22,11.97,11.49,11.401,252.659545,0.214,59.218501,0.205,2,10,13.574,14.283,13.895,13.328,13.023,0.036,0.044,0.029,0.011,0.023,20122533,0.07539255923197992
J170145.31+695548.4,255.4388173,69.9301272,101.1914174,34.6766524,11.088,11.084,11.004,9.743,55,-4,11.813,11.323,11.133,255.43878,0.117,69.93011,0.23,3,15,13.573,14.538,14.037,13.233,12.829,0.045,0.082,0.073,0.097,0.076,20122752,0.07718473418963327
J165055.49+595111.0,252.731223,59.8530751,89.3674673,38.2182955,9.14,9.165,9.065,9.169,-27,4,9.896,9.345,9.25,252.731242,0.08,59.853065,0.076,2,10,11.854,12.85,12.316,11.524,11.11,0.021,0.017,0.02,0.01,0,20122533,0.050020948636516474
J172120.79+600329.6,260.3366575,60.0582372,88.9509329,34.4218634,9.14,9.147,9.05,9.07,-49,25,9.807,9.301,9.167,260.336589,0.055,60.058232,0.079,2,9,11.718,12.561,12.115,11.429,11.098,0.008,0.035,0.034,0.019,0,20122534,0.12449832352752865
J174637.49+791132.0,266.6562238,79.1922255,110.9757294,29.6345216,11.251,11.273,11.29,9.156,-13,24,11.877,11.414,11.354,266.65632,0.134,79.192214,0.119,2,10,13.418,14.143,13.767,13.185,12.896,0.01,0.024,0,0.025,0.008,20122854,0.0770141242856044
J162850.78+543706.9,247.2116112,54.6185953,83.4794113,42.2293692,10.672,10.685,10.548,9.478,-6,-27,11.345,10.838,10.747,247.211451,0.161,54.618491,0.114,3,15,13.166,14.064,13.579,12.911,12.508,0.023,0.012,0.012,0.016,0.036,20122388,0.5024888668271288
J175709.84+610456.6,269.291039,61.0824122,90.0569435,30.0063164,10.144,10.158,9.004,9.662,0,0,10.893,10.319,10.243,269.291014,0.092,61.082425,0.091,3,15,12.557,13.482,12.978,12.261,11.974,0.009,0.014,0.02,0.015,0.033,20122536,0.06338234066878927
J160654.08+534646.2,241.7253708,53.7795253,83.4772485,45.545565,12.108,12.128,12.046,9.242,55,-8,12.69,12.176,12.074,241.725125,0.223,53.779412,0.373,5,25,13.848,14.474,14.139,13.666,13.565,0.025,0.043,0.018,0.03,0.035,20122386,0.6631441496149985
J170606.30+643024.9,256.5262743,64.5069355,94.6280285,35.5566671,10.596,10.604,10.556,9.294,-27,4,11.222,10.745,10.68,256.526329,0.072,64.506916,0.097,3,15,12.675,13.315,12.968,12.425,12.047,0.036,0.014,0.022,0.023,0.063,20122655,0.11005184852767579
J170435.68+613004.0,256.1486726,61.5011263,91.016602,36.2711218,10.747,10.771,10.692,9.996,-104,-36,11.508,10.925,10.81,256.148622,0.214,61.50104,0.258,2,10,13.613,14.633,14.143,13.163,12.728,0.014,0.09,0.076,0.01,0.034,20122597,0.32260888172875013
J160245.77+635906.0,240.6907359,63.985022,96.8991845,42.208895,11.367,11.398,11.349,9.658,28,-48,12.017,11.511,11.453,240.69062,0.252,63.984966,0.797,8,32,13.751,14.565,14.068,13.512,13.147,0.084,0.083,0.09,0.056,0.092,20122594,0.27227393005097894
J160711.38+641001.9,241.7974471,64.1672197,96.8277145,41.6946462,11.609,11.634,11.654,9.821,40,39,12.285,11.736,11.677,241.797355,0.231,64.167281,0.193,2,10,13.824,14.401,14.009,13.546,13.275,0.085,0.096,0.121,0.036,0.028,20122653,0.2637668028750977
J164710.73+564338.9,251.794744,56.7274772,85.5476037,39.2854714,10.32,10.316,10.213,9.522,-8,26,11.18,10.66,10.525,251.794872,0.085,56.727524,0.13,2,10,13.602,14.783,14.133,13.043,12.61,0.037,0.022,0.015,0,0.012,20122463,0.30380222376342336
J162633.31+783309.1,246.6388279,78.5525349,111.867568,33.4553892,13.474,13.498,13.258,9.286,NA,NA,14.129,13.644,13.586,246.638715,0.058,78.55097,0.064,2,10,13.433,14.12,13.802,13.258,13.049,0.021,0.039,0.045,0.006,0.006,20122853,5.634217559848344
J161915.25+782151.9,244.8135654,78.3644229,111.9043273,33.8650204,10.296,10.318,10.184,9.37,-244,-130,11.062,10.466,10.368,244.813497,0.076,78.364445,0.058,2,10,12.986,13.932,13.544,12.658,12.269,0.008,0.073,0.035,0.054,0.037,20122853,0.09378817553463549
J164449.67+554833.5,251.2069663,55.8093249,84.4472116,39.7641166,10.715,10.722,10.589,9.556,-16,22,11.448,10.882,10.76,251.20693,0.295,55.80933,0.193,3,15,13.707,14.695,14.124,13.329,12.935,0.069,0.017,0.023,0.049,0.04,20122388,0.0756958143545139
J164410.32+555636.6,251.0430098,55.9435109,84.6398017,39.8317249,10.503,10.522,10.435,9.988,26,-10,11.295,10.702,10.565,251.042894,0.211,55.943504,0.273,3,25,13.558,14.552,13.947,13.087,12.642,0.049,0.136,0.067,0.068,0.114,20122463,0.234774766530031
J162302.53+592723.8,245.7605685,59.4566151,90.0392201,41.7229208,11.075,11.076,11.018,9.286,35,42,11.825,11.296,11.157,245.760614,0.224,59.456601,0.353,4,20,13.58,14.63,14.159,13.27,12.904,0.104,0.047,0.062,0.081,0.106,20122532,0.09749743189659504
J161644.06+532640.6,244.1836247,53.4446207,82.4719655,44.2296888,11.202,11.217,11.131,9.666,-36,-42,11.889,11.343,11.253,244.183624,0.119,53.444605,0.12,3,15,13.69,14.396,13.945,13.331,13.01,0.01,0.028,0.029,0.01,0.031,20122387,0.056539925128257666
J170419.78+632522.4,256.0824467,63.4228966,93.3640753,35.9579704,10.105,10.123,10.004,9.743,17,-22,10.815,10.255,10.158,256.082471,0.094,63.422883,0.119,2,10,12.655,13.631,13.135,12.329,11.98,0.028,0.014,0.008,0.008,0.015,20122597,0.06268110102417301
J170719.58+540948.1,256.8316166,54.1633783,81.8920408,36.7490231,11.246,11.27,10.692,8.986,8,55,11.976,11.422,11.307,256.831589,0.166,54.163405,0.22,3,15,13.786,14.657,14.169,13.449,13.149,0.027,0.016,0.006,0.031,0.025,20122390,0.11235273713163765
J172742.48+542357.1,261.9270095,54.3992155,82.0827533,33.7696908,10.553,10.551,10.426,9.148,-28,32,11.326,10.734,10.62,261.926999,0.147,54.399226,0.087,2,10,13.4,14.505,13.961,12.959,12.575,0.099,0.065,0.095,0.103,0.08,20122391,0.04373837373657116
J170423.75+672602.4,256.0989587,67.434008,98.176123,35.0893044,9.618,9.638,9.559,9.62,227,35,10.422,9.834,9.698,256.098959,0.065,67.434,0.099,3,15,12.675,13.741,13.231,12.219,11.597,0.039,0.051,0.008,0.026,0.059,20122707,0.02880298196858488
J162658.95+532433.6,246.7456521,53.4093601,81.9533479,42.7498632,10.258,10.266,10.119,9.317,2,28,10.92,10.405,10.316,246.745619,0.506,53.409431,0.473,4,28,12.667,13.124,12.843,12.466,12.268,0.074,0.17,0.057,0.08,0.082,20122388,0.264939209939331
J162020.11+564127.8,245.0838077,56.6910755,86.6083663,42.8799673,10.351,10.335,10.244,9.693,13,-54,11.284,10.746,10.546,245.083613,0.273,56.691067,0.107,2,10,13.669,14.764,14.188,13.148,12.576,0.022,0.025,0.011,0.041,0.014,20122462,0.3861267760464436
J175349.38+543155.2,268.4557886,54.532019,82.4747565,29.9888766,14.267,14.26,12.521,9.13,NA,NA,15.399,14.804,14.599,268.453896,0.101,54.531037,0.126,2,10,13.32,13.946,13.613,13.17,13.114,0.034,0.018,0,0.039,0.025,20122392,5.303554102136502
J173331.70+545602.3,263.3821126,54.9339927,82.7384896,32.9365613,9.487,9.489,9.418,9.424,0,0,10.296,9.74,9.611,263.381986,0.363,54.933969,0.082,2,10,12.226,13.36,12.814,11.836,11.473,0.059,0.023,0.052,0.037,0.017,20122391,0.27539310867114586
J175236.53+603422.8,268.1522245,60.5730252,89.4433999,30.5418762,10.692,10.698,10.61,9.048,-52,65,11.367,10.878,10.744,268.152175,0.132,60.57305,0.084,3,15,13.181,14.069,13.591,12.836,12.535,0.008,0.023,0.022,0.024,0.017,20122536,0.12504514442700543
J163331.88+590605.0,248.3828476,59.1014133,89.0805418,40.5400811,10.712,10.719,10.669,9.659,5,27,11.274,10.818,10.789,248.382836,0.063,59.101449,0.081,2,10,12.821,13.457,13.102,12.634,12.362,0,0.032,0.039,0.074,0.108,20122532,0.1302968178719277
J143350.83+564559.5,218.461818,56.7665341,98.4066126,55.2126121,10.521,10.482,10.42,8.982,27,7,11.386,10.821,10.637,218.461778,0.149,56.766556,0.144,2,10,13.364,14.336,13.827,13.007,12.722,0.07,0.061,0.076,0.034,0.045,20122456,0.11155278896043701
J173947.51+614849.5,264.9479727,61.8137594,90.8941575,32.0864974,11.216,11.215,11.161,9.68,42,-36,11.933,11.428,11.282,264.947936,0.183,61.813744,0.368,4,18,13.748,14.436,14.115,13.45,13.026,0.038,0.048,0.073,0.12,0.145,20122599,0.08347475584508397
J124938.26+641503.3,192.4094385,64.2509266,123.2558629,52.8762814,10.182,10.205,10.081,9.237,53,-16,10.866,10.355,10.254,192.409429,0.073,64.250907,0.146,5,27,12.593,13.445,12.936,12.268,11.861,0.052,0.095,0.091,0.126,0.164,20122645,0.07210728078816658
J173241.01+673424.8,263.1709035,67.5735599,97.7534333,32.4041957,11.181,11.207,11.162,10.101,71,84,11.955,11.365,11.252,263.170845,0.15,67.573535,0.154,4,20,13.996,14.973,14.535,13.648,13.155,0.041,0.027,0.065,0.096,0.123,20122708,0.12037598004503094
J133506.90+033049.2,203.7787906,3.513691,328.6613725,64.181463,11.459,11.48,11.427,9.253,-27,-6,12.059,11.602,11.578,203.77876,0.435,3.513689,0.114,4,17,13.641,14.395,14.011,13.393,13.147,0.044,0.019,0.019,0.008,0.112,20150212,0.11018840449484624
J133736.41+025414.3,204.4017362,2.903982,329.4149896,63.376641,11.546,11.577,11.457,9.377,8,26,12.272,11.716,11.675,204.401743,0.275,2.904033,0.263,6,30,13.997,14.918,14.41,13.706,13.385,0.039,0.026,0.027,0.03,0.112,20150212,0.1852206582503576
J133927.53+054056.7,204.8647334,5.6824208,333.1268486,65.6986979,10.956,10.979,10.905,8.824,42,-71,11.548,11.079,11.009,204.864801,0.713,5.682411,0.137,5,21,13.202,13.87,13.485,12.943,12.744,0.115,0.026,0.041,0.117,0.316,20150212,0.2447205432047063
J123827.12+323129.5,189.6130231,32.5248844,149.6980416,83.9137018,11.304,11.328,11.481,8.821,-15,23,12.02,11.462,11.328,189.613005,0.283,32.524908,0.156,2,10,13.972,14.926,14.468,13.583,13.255,0.08,0.059,0.039,0.086,0.048,20121601,0.10117620146797844
J121827.70+191211.3,184.6154475,19.2031513,257.5095992,79.0411493,11.058,11.076,10.928,8.965,-27,78,11.699,11.219,11.118,184.615472,0.076,19.203161,0.096,2,10,13.342,14.164,13.706,13.08,12.799,0.024,0.028,0.011,0.006,0.021,20120997,0.09031627744367302
J120247.32+174712.4,180.6971947,17.7867929,250.186495,75.4018606,11.438,11.454,11.498,8.389,96,-112,12.069,11.595,11.546,180.697185,0.203,17.786836,0.137,6,14,13.432,14.148,13.738,13.244,13.014,0.032,0.05,0.058,0.011,0.018,20150866,0.15868283539273975
J120350.00+175930.3,180.958347,17.9917534,250.2407067,75.7237161,10.859,10.868,10.695,9.02,24,13,11.492,11.024,10.908,180.958367,0.081,17.991768,0.064,3,15,13.222,13.982,13.547,12.962,12.666,0.033,0.008,0.023,0.008,0.021,20150866,0.0863247574175345
J120551.81+173554.6,181.4658907,17.5985195,252.7512059,75.8085304,10.816,10.837,10.841,8.311,-54,63,11.419,10.945,10.933,181.465812,0.34,17.598434,0.226,6,26,12.835,13.586,13.176,12.605,12.372,0.028,0.055,0.048,0.036,0.024,20150866,0.40947940438877345
J121056.62+215511.3,182.7359196,21.9198281,240.240235,79.425306,10.981,10.997,10.842,9.03,-34,43,11.656,11.17,11.056,182.735909,0.075,21.919831,0.05,2,10,13.378,14.268,13.814,13.112,12.811,0.017,0.008,0.022,0.012,0.026,20121123,0.036908615233620094
J121129.68+215559.5,182.8737069,21.9332208,240.5452155,79.5411452,10.999,10.997,10.783,8.966,-105,-34,11.788,11.231,11.129,182.873747,0.157,21.933212,0.14,2,10,13.796,14.88,14.331,13.439,13.027,0.03,0.011,0.048,0.025,0.017,20121123,0.1376075318911015
J123138.44+400037.1,187.9101979,40.0103298,139.3508056,76.480305,13.48,13.478,12.041,8.162,NA,NA,14.358,13.786,13.569,187.91166,0.2,40.009326,0.281,2,10,13.182,13.91,13.47,12.938,12.77,0.103,0.14,0.123,0.062,0.034,20121923,5.4140559502805745
J144843.09+012435.6,222.1795754,1.4098981,355.4380771,51.9026208,10.683,10.714,10.594,9.291,16,23,11.451,10.888,10.798,222.179595,0.07,1.409923,0.151,2,8,13.347,14.338,13.848,13.01,12.664,0,0,0.016,0.045,0.055,20120219,0.11406589773310716
J145012.46+020754.0,222.5519443,2.1316747,356.6981769,52.14402,11.593,11.599,11.378,8.838,-107,-284,12.23,11.731,11.683,222.551897,0.347,2.131592,0.259,5,25,13.971,14.734,14.276,13.701,13.261,0.048,0.02,0.03,0.036,0.098,20120220,0.3429174271103401
J123835.17+203936.3,189.6465472,20.6600907,277.8375107,82.8970433,9.256,9.257,9.167,8.469,206,-223,10.082,9.496,9.313,189.646634,0.122,20.660028,0.077,2,10,12.486,13.633,13.053,11.971,11.493,0.014,0.015,0.028,0,0.01,20121125,0.36937541959602016
J122446.32+194217.0,186.1930272,19.7047281,262.0615005,80.3852567,11.462,11.464,11.357,9.046,0,0,12.144,11.683,11.551,186.193007,0.182,19.704695,0.144,2,8,13.917,14.814,14.323,13.608,13.352,0,0.006,0,0,0.008,20120997,0.13742675494534734
J120740.91+351959.0,181.9204952,35.3330818,168.9371784,77.5732266,10.155,10.158,10.084,9.196,-26,-49,10.864,10.374,10.251,181.92049,0.055,35.33308,0.052,2,10,12.563,13.433,13.172,12.263,12.184,0.055,0.054,0.356,0.006,0.301,20121710,0.016589747541773482
J120946.76+343100.8,182.4448388,34.5168949,170.788858,78.4115373,11.304,11.325,11.206,8.889,54,12,12.171,11.607,11.498,182.444822,0.196,34.516898,0.255,2,10,13.818,14.769,14.461,13.52,13.407,0.023,0.025,0.337,0.016,0.271,20121710,0.05106738926428759
J135009.23+115439.4,207.5384918,11.9109526,347.9352496,69.474145,10.919,10.908,10.752,9.181,-33,-44,11.616,11.164,11.008,207.538539,0.189,11.910911,0.117,3,15,13.454,14.39,13.869,13.146,12.797,0.036,0.072,0.036,0.074,0.011,20150614,0.22376542054900994
J145221.84+021939.6,223.0910029,2.3276906,357.533582,51.8905577,10.394,10.418,10.303,8.921,26,-49,11.162,10.596,10.478,223.091004,0.342,2.327681,0.097,4,22,13.281,14.291,13.694,12.927,12.509,0.021,0.047,0.026,0.054,0.086,20120220,0.03478576334952942
J144731.49+030625.8,221.8812086,3.1071817,357.0913352,53.3032683,10.537,10.553,10.463,9.137,0,0,11.209,10.742,10.648,221.881201,0.715,3.107164,0.103,5,23,12.811,13.606,13.124,12.524,12.358,0.082,0.055,0.026,0.059,0.151,20150219,0.0693297098293779
J144725.12+030644.4,221.8547032,3.1123605,357.0669654,53.325969,10.361,10.342,10.364,9.08,-83,-5,11.133,10.554,10.361,221.854562,0.264,3.112389,0.09,5,21,13.465,14.521,13.946,12.98,12.634,0.038,0.039,0.041,0.033,0.092,20150219,0.5178361510601708
J145214.52+022202.6,223.0605295,2.3674149,357.546407,51.9399794,11.451,11.449,11.522,9.315,23,50,12.071,11.615,11.498,223.060514,0.151,2.367408,0.127,4,17,13.713,14.489,14.014,13.473,13.183,0.03,0.042,0.023,0.049,0.046,20120220,0.0610356682535904
J134639.52+100159.0,206.664694,10.0330804,342.8353505,68.5131187,11.069,11.081,11.009,9.276,-54,-9,11.819,11.266,11.181,206.664772,0.458,10.033058,0.207,4,19,13.825,14.805,14.269,13.458,13.185,0.013,0.083,0.051,0.018,0.042,20150481,0.28802479509283835
J122610.07+392627.3,186.5419586,39.4409328,144.4637568,76.6121015,9.757,9.745,9.657,8.675,-13,-88,10.522,10.01,9.894,186.541888,0.019,39.440932,0.077,2,6,12.274,13.097,12.642,12.049,11.673,0,0,0,0,0.081,20121819,0.1963037924039355
J122258.81+393312.0,185.7450825,39.5533441,146.5999812,76.2386998,10.277,10.307,10.161,9.067,-64,-52,11.009,10.444,10.357,185.745096,0.344,39.553359,0.316,3,15,13.085,13.992,13.529,12.654,12.268,0.098,0.297,0.185,0.129,0.11,20121819,0.06543249852073238
J144908.75+003703.3,222.2864723,0.6175998,354.6646404,51.2637148,11.188,11.206,11.135,8.504,32,45,11.84,11.33,11.251,222.286401,0.206,0.617665,0.068,2,10,13.465,14.327,13.87,13.183,12.887,0.01,0.016,0,0.006,0.017,20110084,0.34780805796583664
J132521.08+001356.1,201.3378726,0.2322673,321.1713013,61.8971074,10.661,10.676,10.582,8.702,-45,-32,11.378,10.846,10.743,201.337835,0.275,0.232292,0.108,5,29,13.26,14.195,13.689,12.949,12.592,0.026,0.015,0.018,0.018,0.048,20140076,0.16195306372614723
J132651.13+004327.3,201.7130612,0.7242503,322.2399158,62.2610244,10.133,10.167,10.058,8.913,22,17,10.895,10.317,10.228,201.71309,0.44,0.724249,0.083,5,22,12.856,13.892,13.328,12.533,12.129,0.016,0.026,0.005,0.035,0.055,20140076,0.10377729659326793
J134008.23+050743.0,205.0343149,5.1286135,332.8932468,65.1279455,10.561,10.584,10.544,9.13,-73,-39,11.281,10.72,10.616,205.03435,0.214,5.128622,0.104,4,20,13.104,14.038,13.545,12.804,12.488,0.02,0.059,0.014,0.035,0.08,20150212,0.1295207328363451
J133853.05+121226.1,204.7210739,12.2072618,341.9455118,71.3890671,11.107,11.137,11.113,9.213,83,4,11.755,11.256,11.192,204.721163,0.614,12.207329,0.438,5,25,13.417,14.243,13.774,13.162,12.848,0.052,0.058,0.057,0.07,0.039,20150613,0.3959950839491197
J123746.67+192249.4,189.4444962,19.3803965,280.1892047,81.6423498,9.856,9.871,9.767,8.316,25,-24,10.467,10.005,9.935,189.444493,0.054,19.3804,0.062,2,10,12.131,12.898,12.497,11.903,11.602,0.026,0.02,0.026,0.01,0.008,20120998,0.016639013320874873
J123341.93+195217.5,188.4247246,19.8715549,272.7492119,81.6834981,10.1,10.113,9.929,8.731,16,22,10.894,10.325,10.193,188.424747,0.115,19.871552,0.064,2,10,13.016,14.136,13.558,12.636,12.192,0.03,0.029,0.022,0.017,0.006,20120998,0.07655367093714706
J131651.96+181339.3,199.2165023,18.2275878,337.6004234,79.3456073,11.379,11.408,11.259,8.86,50,-129,12.033,11.521,11.464,199.216485,0.434,18.227562,0.45,5,25,13.696,14.473,14.016,13.384,13.132,0.046,0.027,0.031,0.041,0.051,20150872,0.11011809790400273
J135606.39+140137.5,209.0266635,14.0270985,355.1801281,70.0221617,11.451,11.477,11.45,9.369,-19,20,12.155,11.609,11.529,209.026818,1.031,14.027106,0.225,4,19,13.911,14.813,14.338,13.608,13.429,0.026,0.019,0.039,0.02,0.092,20150745,0.540289833470293
J133656.14+043111.6,204.2339224,4.5199016,330.5676855,64.9215777,11.041,11.079,10.937,8.929,-6,27,11.758,11.176,11.084,204.23392,0.253,4.519896,0.265,4,20,13.455,14.354,13.843,13.169,12.818,0.026,0.073,0.039,0.026,0.071,20150212,0.021922855770047173
J133620.64+040021.5,204.0860307,4.0059821,329.7610457,64.5126915,11.249,11.254,10.153,8.414,24,-79,11.952,11.459,11.401,204.086025,0.348,4.005864,0.497,6,29,13.484,14.289,13.84,13.237,12.95,0.063,0.037,0.06,0.056,0.06,20150212,0.42565248856818255
J133339.62+040723.6,203.4151155,4.123241,328.4293597,64.883795,11.271,11.275,10.995,8.893,-8,26,11.947,11.412,11.303,203.415147,0.377,4.123212,0.355,4,25,13.501,14.394,13.916,13.255,13.069,0.061,0.121,0.077,0.063,0.07,20150212,0.15392348029531505
J133620.53+041006.5,204.085576,4.1684922,329.9129779,64.6615494,10.767,10.751,10.669,9.028,-6,-27,11.537,10.976,10.832,204.085566,0.435,4.168462,0.257,5,21,13.672,14.828,14.191,13.278,12.815,0.022,0.045,0.037,0.039,0.082,20150212,0.1144953739219517
J133702.66+044314.7,204.2611011,4.720761,330.8237305,65.0929706,11.426,11.443,11.424,9.234,0,28,12.035,11.557,11.481,204.261079,0.183,4.720756,0.227,4,20,13.45,14.234,13.797,13.231,12.973,0.013,0.086,0.035,0.036,0.053,20150212,0.08130756724215951
J132748.60+022443.8,201.9525345,2.412175,323.8827015,63.794535,11.332,11.365,11.514,9.219,10,26,12.001,11.452,11.36,201.952526,0.385,2.41218,0.163,4,23,13.713,14.577,14.089,13.463,13.125,0.028,0.036,0.024,0.025,0.019,20140076,0.03547818105356773
J133013.13+025041.5,202.5547146,2.844882,325.4981571,64.0043118,11.107,11.107,10.918,9.196,27,6,11.871,11.297,11.185,202.554844,0.668,2.844963,0.302,5,21,13.971,15.07,14.476,13.584,13.187,0.062,0.033,0.02,0.023,0.015,20140076,0.549092784656011
J132751.98+034239.5,201.9665989,3.7109726,324.8936781,65.0178255,10.869,10.89,10.824,9.058,-32,-44,11.55,10.993,10.947,201.966636,0.213,3.710973,0.092,4,19,13.415,14.307,13.801,13.126,12.723,0.045,0.036,0.018,0.024,0.07,20150211,0.1332877356723539
J134550.73+142643.9,206.4614018,14.4455417,350.6400482,72.0691115,10.154,10.185,10.076,9.298,-40,38,10.888,10.319,10.239,206.461431,0.468,14.445539,0.151,5,20,12.913,13.894,13.364,12.461,12.285,0.147,0.041,0.047,0.015,0.233,20150745,0.10225965274724363
J134825.55+151522.3,207.1064768,15.2561986,353.94197,72.2135069,10.863,10.869,10.745,8.406,-37,74,11.637,11.05,10.93,207.106504,0.553,15.256211,0.229,4,25,13.848,14.853,14.328,13.405,13.011,0.03,0.034,0.03,0.023,0.036,20150745,0.10448519756054593
J134431.58+152341.4,206.1315845,15.3948364,352.0485152,72.9768132,9.379,9.377,9.324,8.374,-127,53,10.202,9.607,9.439,206.131531,0.355,15.394866,0.213,5,40,12.691,13.841,13.261,12.167,11.741,0.033,0.039,0.023,0.037,0.212,20150745,0.2140924469169625
