designation,RA,DEC,glon,glat,w1mpro,w2mpro,w3mpro,w4mpro,pmra,pmdec,j_m_2mass,h_m_2mass,k_m_2mass,ra_2,raerr,dec_2,decerr,nobs,mobs,vjmag,bjmag,gmag,rmag,imag,evjmag,ebjmag,egmag,ermag,eimag,name,Separation
J120014.44+164136.7,180.0602079,16.6935319,251.6745611,74.2129659,9.828,9.845,9.858,8.969,69,-86,10.657,10.065,9.931,180.060122,0.724,16.693528,0.176,6,31,13.022,14.154,13.566,12.533,12.026,0.032,0.076,0.063,0.042,0.219,20150866,0.2965396173756028
J134550.45+051306.2,206.4602464,5.2183973,335.9458382,64.5443618,9.252,9.276,9.167,8.649,28,2,9.938,9.407,9.316,206.460281,0.102,5.218412,0.06,5,25,11.768,12.628,12.16,11.471,11.11,0.031,0.006,0.022,0.039,0.086,20150213,0.1348605682288915
J134420.71+044125.5,206.0863214,4.6904373,334.604452,64.2586238,11.584,11.601,11.684,8.768,-25,-12,12.186,11.718,11.663,206.086423,0.424,4.690449,0.235,6,27,13.723,14.445,14.045,13.489,13.268,0.039,0.071,0.049,0.036,0.091,20150213,0.3669603823445084
J135420.25+090618.2,208.5844005,9.1050761,345.381817,66.6415527,11.233,11.212,10.999,9.019,28,2,11.917,11.408,11.334,208.584379,0.52,9.105054,0.135,6,32,13.818,14.629,14.158,13.475,13.172,0.18,0.073,0.083,0.052,0.041,20150482,0.11032014961469219
J134857.00+132949.2,207.2375221,13.4970274,350.364004,70.8611308,11.944,11.97,11.726,9.301,18,-20,12.543,12.047,11.983,207.237583,0.651,13.49698,0.404,5,19,13.984,14.712,14.327,13.734,13.47,0.056,0.043,0.019,0.046,0.05,20150614,0.2730675344138971
J135248.35+125421.4,208.2014919,12.9059627,351.223371,69.7903981,10.456,10.458,10.399,8.496,43,-26,11.11,10.577,10.504,208.201413,0.346,12.905942,0.134,4,25,12.886,13.728,13.284,12.622,12.236,0.041,0.034,0.03,0.063,0.113,20150614,0.2867180256348227
J135806.51+100234.7,209.5271337,10.0429978,348.7022899,66.78736,8.714,8.717,8.664,9.049,62,-51,9.585,9.073,8.922,209.527112,0.133,10.042943,0.095,5,25,11.525,12.497,11.978,11.15,10.78,0.038,0.018,0.013,0.054,0.04,20150482,0.21174641492886345
J135708.00+103154.0,209.2833341,10.5316696,349.0494999,67.3146319,10.832,10.82,10.717,8.427,-10,1,11.655,11.075,10.899,209.283497,0.22,10.531104,0.47,4,19,13.879,15.05,14.426,13.414,12.865,0.056,0.016,0,0.062,0.038,20150482,2.1162160967139814
J135848.89+101314.9,209.7037196,10.2208068,349.3310533,66.8090771,10.95,10.976,10.785,8.841,0,0,11.699,11.145,11.042,209.703726,0.145,10.220814,0.106,5,25,13.638,14.627,14.113,13.283,12.929,0.023,0.021,0.015,0.043,0.03,20150482,0.034437974112547065
J141138.34+121816.6,212.9097536,12.3046336,358.591829,66.0664989,10.963,10.967,10.99,9.332,-50,23,11.611,11.125,11.033,212.909819,0.874,12.304784,0.417,3,19,13.325,14.155,13.71,13.084,12.923,0.105,0.016,0.04,0.082,0.209,20150616,0.5882786404053421
J135123.74+074110.7,207.8489535,7.6863322,341.8479795,65.9188077,9.895,9.909,9.76,9.086,-71,-43,10.582,10.087,9.973,207.848945,0.24,7.686344,0.09,5,30,12.466,13.396,12.893,12.126,11.821,0.041,0.03,0.028,0.036,0.082,20150348,0.052193484508565875
J135121.84+074613.5,207.8410121,7.7704376,341.9486313,65.9926577,11.621,11.631,11.302,9.088,19,20,12.216,11.747,11.674,207.841033,0.179,7.77043,0.149,5,25,13.786,14.549,14.126,13.523,13.288,0.024,0.047,0.026,0.03,0.078,20150348,0.0794112203803126
J134653.24+081915.3,206.7218407,8.3209291,340.4056656,67.0667159,11.937,11.97,11.878,9.199,54,-12,12.567,12.063,12.028,206.721895,0.427,8.320955,0.161,4,15,13.969,14.703,14.28,13.653,13.459,0.081,0.02,0.019,0.006,0.03,20150481,0.2147226933949005
J133010.17+000620.1,202.5423867,0.1055945,323.516236,61.4197451,10.874,10.864,10.764,8.521,-77,-30,11.571,11.067,10.923,202.54238,0.389,0.10563,0.196,6,22,13.445,14.37,13.865,13.129,12.821,0.03,0.023,0.023,0.017,0.03,20140077,0.13005618947368694
J122840.70+194229.3,187.1696187,19.7081576,266.6249311,80.9304969,10.087,10.108,10.04,8.706,-89,-65,10.779,10.257,10.164,187.16963,0.066,19.708141,0.063,2,12,12.59,13.448,12.993,12.312,11.961,0,0.014,0.006,0.011,0.016,20120997,0.07097832940758048
J132949.99+011523.4,202.458309,1.2565183,324.1239977,62.5378663,9.847,9.845,9.767,9.006,-51,-22,10.619,10.052,9.924,202.458319,0.069,1.256508,0.046,5,21,12.31,13.184,12.708,12.018,11.712,0.031,0.014,0.023,0.045,0.036,20140077,0.051674976553038356
J140716.88+121248.3,211.8203438,12.213417,356.6406366,66.7966636,9.929,9.942,9.88,9.19,-161,-39,10.651,10.109,9.978,211.820357,0.592,12.213396,0.098,3,12,12.626,13.576,13.071,12.306,11.869,0.05,0.025,0,0.027,0.063,20150615,0.08872681193071348
J140548.91+124241.0,211.4538105,12.7114086,356.9602348,67.3971769,10.952,10.973,10.854,8.828,-73,39,11.582,11.098,11.027,211.453847,0.344,12.711396,0.061,4,20,13.223,14.005,13.564,12.975,12.682,0.017,0.026,0.022,0.021,0.045,20150615,0.13596878551181957
J134303.28+123151.9,205.7636795,12.5310993,345.0894724,71.0461119,13.506,13.499,12.238,9.238,280,258,14.352,13.876,13.826,205.764978,0.696,12.532346,0.437,5,30,13.819,14.457,14.092,13.637,13.455,0.036,0.017,0.029,0.039,0.085,20150613,6.400493058209504
J140702.56+123556.1,211.7606992,12.59894,357.2662222,67.100013,11.174,11.167,10.937,9.227,-13,-24,11.815,11.342,11.235,211.760662,0.171,12.598923,0.098,4,20,13.466,14.253,13.803,13.199,12.914,0.023,0.019,0.017,0.017,0.061,20150615,0.14431460785720734
J140938.40+122433.6,212.4100316,12.4093342,357.9835571,66.5016994,11.411,11.425,11.269,9.068,0,0,12.032,11.567,11.487,212.410046,0.194,12.409345,0.148,4,20,13.624,14.34,13.957,13.398,13.088,0.028,0.036,0.02,0.025,0.027,20150615,0.06383523673961969
J140832.03+112302.0,212.1334796,11.3838992,355.6565069,66.0049112,11.657,11.668,11.423,9.097,-69,22,12.3,11.827,11.728,212.133338,0.444,11.383806,0.17,4,21,13.964,14.828,14.344,13.693,13.385,0.051,0.022,0.017,0.049,0.05,20150615,0.6019178953292501
J140702.07+141218.9,211.7586544,14.2052764,0.4615741,68.1497052,10.876,10.886,10.779,9.113,23,15,11.516,10.979,10.905,211.758663,0.503,14.205301,0.08,5,21,13.137,13.899,13.476,12.885,12.709,0.028,0.034,0.035,0.016,0.121,20150747,0.09350761139684359
J140437.44+125514.4,211.1560232,12.920692,356.8517058,67.7527033,9.106,9.115,9.043,8.977,24,-14,9.929,9.365,9.189,211.156049,0.504,12.920677,0.084,4,25,12.199,13.378,12.743,11.8,11.354,0.022,0.039,0.033,0.01,0.034,20150615,0.10541052216502285
J140527.70+131418.8,211.3654559,13.2385638,357.8374502,67.8138594,10.877,10.896,10.766,9.163,-53,-15,11.568,11.024,10.941,211.36548,0.117,13.238565,0.072,4,20,13.505,14.439,13.944,13.165,12.832,0.016,0.029,0.036,0.013,0.066,20150615,0.08456476757079257
J120043.05+294911.4,180.1794076,29.8198564,196.3777171,78.5403644,10.07,10.092,9.937,8.623,-83,0,10.688,10.215,10.132,180.179378,0.128,29.819849,0.127,4,115,12.343,13.112,12.701,12.101,11.805,0.065,0.03,0.022,0.02,0.023,20121483,0.09621240753809404
J120345.91+303502.6,180.9412942,30.5840613,191.7931622,79.0115422,9.698,9.701,9.612,8.626,-51,-65,10.44,9.878,9.769,180.941267,0.108,30.584069,0.144,4,41,12.549,13.546,13.023,12.137,11.729,0.106,0.033,0.026,0.019,0.026,20121484,0.08873840082059206
J120450.48+303146.7,181.2103437,30.5296631,191.7436657,79.2493445,11.093,11.117,11.051,9.041,44,-101,11.777,11.274,11.189,181.210316,0.208,30.529609,0.147,4,36,13.573,14.448,14.007,13.272,12.971,0.026,0.048,0.014,0.027,0.037,20121484,0.2128602577163577
J135927.04+114112.9,209.862696,11.6869221,352.1833483,67.790398,9.899,9.92,9.84,8.608,-28,0,10.573,10.072,9.981,209.862695,0.063,11.686909,0.054,5,25,12.192,13.007,12.578,11.939,11.741,0.05,0.032,0.029,0.031,0.092,20150614,0.04729158302329122
J134516.12+052508.0,206.3171698,5.4189082,335.8829909,64.7888537,10.78,10.796,10.72,8.928,-13,24,11.558,10.981,10.834,206.317192,0.249,5.418933,0.138,6,26,13.55,14.549,14.012,13.199,12.791,0.057,0.016,0.031,0.046,0.087,20150213,0.1195874633790971
J134048.13+071727.8,205.2005757,7.2910561,335.737154,66.9643467,10.401,10.419,10.166,8.57,36,-74,11.067,10.572,10.468,205.200595,0.226,7.291021,0.089,4,20,12.82,13.694,13.22,12.505,12.196,0.027,0.055,0.052,0.049,0.099,20150347,0.14393251438035398
J140129.33+112636.0,210.3722426,11.4433555,352.68749,67.2694341,9.672,9.683,9.567,8.83,0,0,10.432,9.852,9.769,210.372217,0.334,11.443352,0.068,5,22,12.364,13.332,12.816,12.073,11.731,0.065,0.047,0.033,0.095,0.14,20150615,0.0912025456822328
J140045.95+121523.3,210.1914599,12.2564903,353.8508406,67.9739705,10.452,10.477,10.33,8.621,-24,-14,11.075,10.594,10.538,210.191451,0.422,12.256483,0.322,6,25,12.761,13.481,13.062,12.497,12.287,0.112,0.058,0.052,0.083,0.198,20150615,0.0408770919190195
J140028.77+120653.4,210.119911,12.1148443,353.4527908,67.9227739,11.424,11.442,11.057,9.136,0,0,12.109,11.563,11.477,210.119887,0.611,12.114833,0.309,7,27,13.902,14.813,14.33,13.538,13.301,0.073,0.041,0.029,0.048,0.132,20150615,0.09376043689075839
J120830.74+395408.4,182.1281216,39.9023452,155.0874517,74.4312763,10.526,10.547,10.465,8.963,7,-55,11.226,10.69,10.601,182.128132,0.087,39.902357,0.108,3,15,12.984,13.583,13.241,12.679,12.34,0.033,0.027,0.039,0.054,0.075,20121922,0.051278506000947015
J123225.93+175056.2,188.1080679,17.8489715,276.6637934,79.7377816,11.794,11.815,11.517,8.545,104,-36,12.461,11.929,11.842,188.107681,1.716,17.849456,0.162,3,4,13.925,14.571,14.359,99.999,99.999,0,-0.013,0.092,9.999,9.999,20150868,2.1908841033620576
J121303.13+410302.8,183.2630589,41.0508049,150.055988,73.9934504,11.2,11.23,11.065,9.25,55,0,11.92,11.362,11.263,183.263083,0.36,41.050824,0.175,3,15,13.695,14.642,14.119,13.388,13.163,0.04,0.044,0.037,0.045,0.077,20121922,0.09491455848221783
J123417.63+184120.0,188.573481,18.6888962,276.9947963,80.685215,11.573,11.585,10.948,8.488,-71,26,12.174,11.717,11.625,188.573292,0.249,18.688961,0.125,4,20,13.737,14.49,14.057,13.475,13.263,0.03,0.009,0.022,0.027,0.053,20150869,0.6854420197859046
J122820.30+241022.2,187.0845961,24.1728509,241.24184,84.0150001,9.401,9.388,9.311,8.868,-29,8,10.084,9.609,9.465,187.08466,0.678,24.172856,0.174,2,10,11.977,12.913,12.437,11.686,11.32,0.017,0.041,0.043,0.03,0.063,20121248,0.21067033188787823
J122819.89+235749.0,187.0828987,23.9636277,242.9266563,83.9038823,9.455,9.465,9.333,8.541,-26,8,10.252,9.697,9.567,187.082971,0.809,23.963571,0.327,2,10,12.437,13.529,13.005,12.049,11.603,0.021,0.038,0.025,0.026,0.052,20121248,0.3134248448466027
J122723.37+244543.1,186.84739,24.7619977,235.2339432,84.0996988,11.457,11.479,11.345,8.941,-55,7,12.127,11.615,11.498,186.847415,0.315,24.761973,0.247,2,10,13.997,14.879,14.456,13.683,13.34,0.014,0.023,0.053,0.049,0.042,20121248,0.12077144675932484
J134158.99+025820.9,205.4958062,2.972487,331.6833773,62.9876011,11.136,11.16,11.023,9.181,21,-18,11.888,11.319,11.222,205.495847,0.346,2.972505,0.213,7,35,13.898,14.95,14.414,13.485,13.167,0.026,0.044,0.012,0.047,0.067,20150213,0.16035822513689466
J133940.65+091020.1,204.9194044,9.1722776,337.5896239,68.7333351,8.681,8.693,8.638,8.131,-101,-131,9.372,8.849,8.741,204.919396,0.118,9.172272,0.083,4,19,11.266,12.21,11.771,10.917,10.58,0.007,0.006,0.096,0.029,0.033,20150480,0.036022872067236617
J134245.14+082754.0,205.6881117,8.4650165,338.3567041,67.7351552,11.942,11.953,11.954,9.271,-190,-160,12.525,12.047,11.976,205.688108,0.434,8.464988,0.401,4,19,13.979,14.673,14.289,13.718,13.276,0.1,0.023,0.059,0.032,0.334,20150481,0.1034424369657816
J133906.20+090749.7,204.7758698,9.1304817,337.1944788,68.7696671,11.578,11.597,11.646,8.983,-19,-20,12.176,11.702,11.646,204.775867,0.117,9.130494,0.129,4,19,13.509,14.245,13.88,13.311,13.073,0.02,0.023,0.108,0.043,0.031,20150480,0.04538464836369052
J133836.75+082250.9,204.6531616,8.3808257,335.8894622,68.180201,12.004,12.01,12.12,9.305,0,0,12.533,12.082,12.032,204.65313,0.276,8.380811,0.136,5,24,13.564,14.11,13.823,13.461,13.272,0.023,0.017,0.072,0.042,0.031,20150480,0.12436616687988726
J121113.31+222041.1,182.8054947,22.3447759,238.4026453,79.697171,10.447,10.471,10.378,8.731,-92,-60,11.254,10.685,10.598,182.80537,0.075,22.344783,0.05,2,10,13.038,14.023,13.558,12.683,12.361,0.04,0.027,0.052,0.023,0.016,20121123,0.41599786584707554
J121137.45+321520.6,182.9060804,32.2557301,179.863157,79.9547133,11.181,11.195,11.017,8.794,-54,-13,11.919,11.356,11.266,182.906082,0.121,32.255714,0.132,2,10,13.848,14.881,14.389,13.599,13.22,0.046,0.006,0.036,0.048,0.061,20121599,0.05816432818370021
J120816.68+430310.3,182.0695089,43.0528881,148.9492739,71.8282393,11.101,11.093,10.9,8.61,1,55,11.732,11.281,11.179,182.069415,0.291,43.052853,0.089,2,10,13.144,13.74,13.409,12.936,12.64,0.086,0.086,0.086,0.1,0.094,20122022,0.2774576501687239
J134843.00+090802.9,207.1791952,9.134142,342.555733,67.4862356,11.516,11.536,11.283,8.791,-22,17,12.172,11.649,11.608,207.179362,1.035,9.134135,0.21,5,20,13.762,14.536,14.096,13.518,13.211,0.039,0.02,0.01,0.036,0.05,20150481,0.5934008777143727
J140803.13+110432.0,212.0130438,11.0755634,354.9116048,65.8752992,10.725,10.743,10.721,8.993,-21,18,11.327,10.842,10.817,212.013051,0.31,11.075576,0.078,5,23,12.873,13.604,13.185,12.659,12.346,0.023,0.026,0.02,0.036,0.06,20150483,0.05200559907667322
J144657.29+042211.7,221.7387238,4.3699302,358.4855699,54.2709443,11.45,11.464,11.609,8.861,-27,3,12.062,11.612,11.53,221.738764,0.389,4.369911,0.194,5,22,13.834,14.604,14.139,13.516,13.313,0.069,0.048,0.043,0.033,0.138,20150219,0.15999955479395872
J140016.62+195335.1,210.0692675,19.893109,11.9412141,72.6630233,11.633,11.648,11.518,9.405,19,-20,12.222,11.688,11.678,210.06927,0.145,19.893086,0.319,4,17,13.77,14.498,14.062,13.515,13.292,0.025,0.026,0.026,0.017,0.014,20121006,0.0832313746562775
J143905.14+062617.5,219.7714502,6.4382162,358.855683,57.1116726,11.375,11.407,11.481,9.323,0,0,12.066,11.521,11.439,219.771447,0.153,6.438215,0.14,5,25,13.835,14.703,14.224,13.56,13.207,0.022,0.04,0.027,0.04,0.05,20150352,0.01223536525240552
J135506.98+170724.6,208.7791233,17.123521,2.0100909,72.2081868,8.827,8.847,8.756,8.914,178,-109,9.584,9,8.857,208.779195,0.94,17.123473,0.103,4,21,11.843,12.835,12.299,11.34,10.967,0.12,0.044,0.044,0.051,0.139,20150876,0.3011809223379512
J141741.77+114434.7,214.4240698,11.7429987,359.8909727,64.5781797,11.73,11.756,11.804,9.287,25,-17,12.349,11.856,11.792,214.424072,0.432,11.743022,0.153,4,20,13.872,14.627,14.206,13.639,13.324,0.043,0.023,0.022,0.059,0.062,20150616,0.08423765540355325
J141656.85+121559.8,214.2369141,12.2666254,0.5563653,65.0551888,10.547,10.557,10.513,9.019,0,0,11.191,10.727,10.599,214.236944,0.507,12.266612,0.286,5,25,12.871,13.683,13.26,12.608,12.292,0.039,0.048,0.045,0.042,0.063,20150616,0.11571716241437446
J135226.75+152230.3,208.111484,15.3751081,356.3561764,71.5878642,10.317,10.336,10.214,8.768,27,3,11.119,10.541,10.403,208.111401,0.201,15.375134,0.203,4,20,13.281,14.363,13.815,12.848,12.41,0.041,0.039,0.01,0.027,0.01,20150745,0.3028181667815417
J135050.10+142625.8,207.7087823,14.4405,353.3897969,71.2264267,11.838,11.84,11.789,9.432,-32,76,12.408,11.952,11.872,207.708778,0.716,14.440491,0.186,4,19,13.961,14.614,14.224,13.704,13.441,0.045,0.011,0.037,0.066,0.04,20150745,0.035699977045676276
J134955.37+143528.8,207.4807254,14.5913523,353.2363512,71.4892818,10.066,10.07,9.909,9.053,18,21,10.842,10.259,10.116,207.48066,0.79,14.591356,0.398,6,48,13.11,14.174,13.622,12.646,12.222,0.084,0.079,0.084,0.096,0.088,20150745,0.2282354143051197
J152826.30+673752.8,232.1095981,67.6313513,103.6594961,43.153781,10.314,10.321,10.206,9.286,-65,122,10.99,10.475,10.388,232.109616,0.051,67.63135,0.055,6,30,12.56,13.435,13.006,12.259,11.95,0.051,0.049,0.06,0.081,0.111,20122703,0.024966136804300293
J151409.11+670355.3,228.5379677,67.0653885,104.3309287,44.5599246,9.41,9.424,9.335,8.857,83,5,10.152,9.614,9.502,228.537848,0.053,67.065404,0.079,6,28,11.992,12.783,12.323,11.674,11.299,0.048,0.037,0.077,0.092,0.1,20122703,0.17694943798161047
J150200.43+662954.2,225.5018332,66.498407,104.9585553,45.80812,11.733,11.739,11.673,9.245,44,-34,12.419,11.946,11.842,225.501838,0.128,66.498416,0.093,8,40,13.908,14.766,14.328,13.656,13.377,0.038,0.053,0.043,0.039,0.04,20122650,0.03312466524289441
J145041.74+665256.3,222.6739305,66.8823086,106.5302266,46.2651991,8.535,8.561,8.478,8.453,13,54,9.249,8.707,8.608,222.673949,0.046,66.882311,0.17,3,15,11.05,11.854,11.429,10.723,10.317,0.052,0.031,0.04,0.026,0.066,20122702,0.02753900953144493
J144555.67+665546.4,221.4819903,66.9295585,107.0998629,46.5229973,11.27,11.271,11.225,9.512,37,-42,11.936,11.4,11.285,221.48199,0.148,66.929596,0.206,3,15,13.994,14.787,14.363,13.603,13.23,0.058,0.081,0.028,0.028,0.063,20122702,0.13500066339040884
J143910.50+673338.5,219.7937553,67.5607015,108.4085271,46.4125169,9.274,9.303,9.201,9.388,-40,38,9.986,9.451,9.354,219.793673,0.048,67.560708,0.063,3,15,11.857,12.665,12.224,11.522,11.131,0.061,0.083,0.019,0.03,0.079,20122702,0.11548687414172332
J153009.85+652347.0,232.5410602,65.3963969,101.0852351,44.4071353,11.627,11.629,11.336,9.215,73,-127,12.37,11.834,11.685,232.540814,0.146,65.396574,0.218,5,25,13.993,14.914,14.44,13.722,13.396,0.064,0.061,0.072,0.102,0.086,20122651,0.7366472917678049
J141248.03+393325.4,213.2001559,39.5570614,74.4371738,69.0313694,11.095,11.11,11.132,9.467,50,-66,11.729,11.278,11.209,213.200009,0.297,39.557085,0.536,4,18,13.349,14.132,13.688,13.087,12.856,0,0.075,0.084,0.043,0.048,20121827,0.4164882917185513
J132535.81+462359.7,201.3992369,46.3999301,105.8637268,69.5799592,10.945,10.949,10.833,8.963,-129,-49,11.637,11.105,10.986,201.399267,0.186,46.399948,0.135,4,20,13.477,14.442,13.965,13.135,12.85,0.125,0.126,0.15,0.136,0.142,20110057,0.09867459945672725
J131912.38+465831.9,199.8016225,46.9755305,109.3667522,69.4146514,10.789,10.825,10.656,8.801,-21,18,11.505,10.96,10.885,199.801667,0.165,46.975539,0.091,4,20,13.329,14.284,13.786,13.043,12.733,0.027,0.018,0.027,0.025,0.031,20110057,0.113508571016334
J130038.44+434017.0,195.1601954,43.6714143,117.114553,73.3528079,10.34,10.362,10.27,8.519,36,42,11.116,10.565,10.44,195.160181,0.12,43.671435,0.102,7,35,12.977,14.01,13.468,12.615,12.349,0.063,0.083,0.092,0.068,0.071,20122025,0.08342191558632892
J130917.72+452427.4,197.3238655,45.4076343,113.0783056,71.3774927,9.374,9.394,9.277,8.985,-4,-2,10.126,9.569,9.435,197.32394,0.119,45.407539,0.198,5,25,12.248,13.198,12.661,11.876,11.509,0.023,0.045,0.046,0.032,0.04,20122212,0.39135383515557803
J155947.74+211115.7,239.9489217,21.1877169,35.6306713,46.8693301,9.953,9.977,9.859,9.073,-16,22,10.741,10.141,10.043,239.948861,0.147,21.187694,0.054,3,15,12.762,13.877,13.281,12.39,11.986,0.04,0.009,0.03,0.034,0.024,20121143,0.21979477549248289
J151248.36+052618.3,228.2015355,5.4384203,6.5260528,49.9892507,11.568,11.604,11.501,9.347,-10,-54,12.236,11.712,11.656,228.20153,0.236,5.438423,0.228,4,20,13.949,14.785,14.309,13.683,13.373,0.022,0.013,0.041,0.011,0.043,20150221,0.02197719075064641
J151055.68+063632.5,227.7320364,6.6090494,7.5731505,51.0594342,9.554,9.577,9.491,8.648,39,103,10.349,9.768,9.624,227.732039,0.121,6.609091,0.18,5,16,12.551,13.687,13.081,12.07,11.686,0.018,0.076,0.021,0.034,0.03,20150355,0.1500483477367542
J123641.90+475657.4,189.1746064,47.9492973,129.8249452,68.981278,11.529,11.569,11.575,8.816,97,-53,12.102,11.629,11.613,189.174623,0.076,47.94932,0.196,2,10,13.64,14.281,13.879,13.388,13.173,0.015,0.018,0.036,0.006,0.02,20122209,0.0909960479950723
J124028.18+480739.9,190.1174287,48.127757,128.0188939,68.8920916,11.003,11.035,11.014,9.222,-133,-38,11.674,11.137,11.047,190.11739,0.275,48.127801,0.286,4,30,13.656,14.525,13.989,13.273,12.984,0.042,0.058,0.07,0.06,0.053,20122210,0.18367933724439317
J123429.13+482602.3,188.6214027,48.4339989,130.6001139,68.4411481,10.412,10.435,10.353,8.559,-133,-37,11.081,10.574,10.477,188.621417,0.038,48.434013,0.057,2,10,12.799,13.666,13.169,12.521,12.217,0.018,0.012,0.021,0.025,0.006,20122209,0.06118181524170506
J150521.08+040730.6,226.3378399,4.1251831,3.1139995,50.6432671,11.593,11.609,11.432,8.973,51,22,12.236,11.743,11.645,226.337809,0.242,4.125186,0.367,3,11,13.984,14.689,14.299,13.704,13.411,0.116,0.067,0.02,0.016,0.062,20120221,0.11144189904145363
J150433.25+044121.1,226.1385509,4.6892013,3.6097202,51.1530217,10.16,10.189,10.063,8.751,79,-24,10.877,10.341,10.257,226.138546,0.082,4.689199,0.115,2,10,12.808,13.749,13.199,12.5,12.13,0.055,0.045,0.01,0.01,0.024,20120355,0.019433177914436245
J150718.11+041939.5,226.8254709,4.3276619,3.8428486,50.3928129,11.484,11.513,11.606,9.246,38,71,12.065,11.615,11.583,226.82549,0.258,4.327642,0.169,4,20,13.489,14.161,13.754,13.266,13.158,0.042,0.041,0.013,0.015,0.172,20150221,0.09916302410737712
J150734.98+041819.5,226.8957847,4.3054392,3.8844353,50.3242131,11.179,11.195,11.13,8.724,-48,28,11.879,11.336,11.271,226.895748,0.259,4.305413,0.162,5,21,13.708,14.575,14.087,13.411,13.175,0.047,0.031,0.009,0.005,0.158,20150221,0.16202955558462812
J150601.87+044420.4,226.5078331,4.7390202,4.0375163,50.8970353,10.122,10.133,10.01,9.267,-27,-3,10.797,10.299,10.187,226.507812,0.071,4.73904,0.109,2,10,12.659,13.53,13.017,12.317,11.996,0.056,0.051,0.008,0.006,0.019,20120355,0.10397776984859865
J150258.70+034824.4,225.7446094,3.8068023,2.1294168,50.8959925,11.133,11.124,11.07,9.324,8,-69,11.831,11.32,11.12,225.744604,0.073,3.806756,0.094,2,8,13.786,14.713,14.266,13.462,13.103,0,0,0.031,0.039,0.012,20120221,0.16780485748417132
J150444.05+045014.6,226.1835437,4.8374013,3.8388188,51.2108981,11.254,11.262,11.285,9.371,78,-28,11.96,11.436,11.307,226.183528,0.174,4.837399,0.317,2,10,13.779,14.652,14.132,13.458,13.124,0.068,0.052,0.011,0.018,0.015,20120355,0.05692408805354942
